sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_003940765.1_ASM394076v1_genomic_k31_w50_minimizers.hll,7097.38,2831.1,7097.38,0,0
GCA_015956945.1_PDT000894115.1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_032515285.1_ASM3251528v1_genomic_k31_w50_minimizers.hll,7097.38,2656.12,7202.58,105.205,0.0396083
GCA_016771675.1_ASM1677167v1_genomic_k31_w50_minimizers.hll,7097.38,2812.09,7097.38,0,0
GCA_033099775.1_ASM3309977v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_001525055.1_ASM152505v1_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7097.38,0,0
GCA_001052645.1_ASM105264v1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_023152575.1_ASM2315257v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_053642945.1_ASM5364294v1_genomic_k31_w50_minimizers.hll,7097.38,2806.16,7097.38,0,0
GCA_050769835.1_ASM5076983v1_genomic_k31_w50_minimizers.hll,7097.38,2851.32,7097.38,0,0
GCA_023034535.1_PDT001288821.1_genomic_k31_w50_minimizers.hll,7097.38,2822.78,7097.38,0,0
GCA_032988025.1_PDT001951675.1_genomic_k31_w50_minimizers.hll,7097.38,2789.55,7097.38,0,0
GCA_033488135.1_ASM3348813v1_genomic_k31_w50_minimizers.hll,7097.38,2853.7,7100.46,3.08463,0.00108092
GCA_036623935.1_PDT002078335.1_genomic_k31_w50_minimizers.hll,7097.38,2875.14,7098.92,1.54224,0.000536406
GCA_010590605.1_ASM1059060v1_genomic_k31_w50_minimizers.hll,7097.38,2881.1,7118.98,21.6046,0.00749873
GCA_036731665.1_ASM3673166v1_genomic_k31_w50_minimizers.hll,7097.38,2871.57,7100.46,3.08463,0.0010742
GCA_964235905.1_24-1499_genomic_k31_w50_minimizers.hll,7097.38,2799.04,7097.38,0,0
GCA_034107165.1_ASM3410716v1_genomic_k31_w50_minimizers.hll,7097.38,2784.81,7097.38,0,0
GCA_015266285.1_ASM1526628v1_genomic_k31_w50_minimizers.hll,7097.38,2819.22,7097.38,0,0
GCA_030580805.1_ASM3058080v1_genomic_k31_w50_minimizers.hll,7097.38,2864.42,7097.38,0,0
GCA_036949725.1_ASM3694972v1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7100.46,3.08463,0.00109092
GCA_032983745.1_PDT001951879.1_genomic_k31_w50_minimizers.hll,7097.38,2814.47,7097.38,0,0
GCA_032301015.1_ASM3230101v1_genomic_k31_w50_minimizers.hll,7097.38,2813.28,7097.38,0,0
GCA_016771715.1_ASM1677171v1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_031167025.1_ASM3116702v1_genomic_k31_w50_minimizers.hll,7097.38,2856.08,7097.38,0,0
GCA_026352915.1_PDT001493332.1_genomic_k31_w50_minimizers.hll,7097.38,2822.78,7097.38,0,0
GCA_029091125.1_PDT001653544.1_genomic_k31_w50_minimizers.hll,7097.38,2881.1,7097.38,0,0
GCA_050102895.1_PDT002037032.2_genomic_k31_w50_minimizers.hll,7097.38,2837.05,7097.38,0,0
GCA_030510105.1_ASM3051010v1_genomic_k31_w50_minimizers.hll,7097.38,2840.61,7098.92,1.54224,0.000542925
GCA_049321715.1_ASM4932171v1_genomic_k31_w50_minimizers.hll,7097.38,2838.24,7097.38,0,0
GCA_031821645.1_PDT001702130.1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7097.38,0,0
GCA_024128675.1_ASM2412867v1_genomic_k31_w50_minimizers.hll,7097.38,2799.04,7112.81,15.4289,0.00551223
GCA_001482625.1_ASM148262v1_genomic_k31_w50_minimizers.hll,7097.38,2807.35,7111.26,13.8854,0.00494609
GCA_030806585.1_PDT001705264.1_genomic_k31_w50_minimizers.hll,7097.38,2862.04,7100.46,3.08463,0.00107777
GCA_053365155.1_ASM5336515v1_genomic_k31_w50_minimizers.hll,7097.38,2786,7097.38,0,0
GCA_035064345.1_ASM3506434v1_genomic_k31_w50_minimizers.hll,7097.38,2875.14,7106.63,9.25563,0.00321919
GCA_023023145.1_ASM2302314v1_genomic_k31_w50_minimizers.hll,7097.38,2871.57,7097.38,0,0
GCA_029686185.1_PDT001259404.1_genomic_k31_w50_minimizers.hll,7097.38,2885.87,7097.38,0,0
GCA_029685685.1_PDT001288885.1_genomic_k31_w50_minimizers.hll,7097.38,2789.55,7097.38,0,0
GCA_015686275.1_PDT000444080.1_genomic_k31_w50_minimizers.hll,7097.38,2784.81,7097.38,0,0
GCA_022543875.1_ASM2254387v1_genomic_k31_w50_minimizers.hll,7097.38,3003.16,7109.72,12.342,0.00410966
GCA_958453325.1_SRR18940306_bin.39_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,7097.38,2629.1,7097.38,0,0
GCA_034687365.1_PDT001704144.1_genomic_k31_w50_minimizers.hll,7097.38,2778.89,7097.38,0,0
GCA_053502885.1_ASM5350288v1_genomic_k31_w50_minimizers.hll,7097.38,2835.86,7097.38,0,0
GCA_029685015.1_PDT001471683.1_genomic_k31_w50_minimizers.hll,7097.38,2797.85,7097.38,0,0
GCA_003964485.1_ASM396448v1_genomic_k31_w50_minimizers.hll,7097.38,2814.47,7097.38,0,0
GCA_030880525.1_PDT001701314.1_genomic_k31_w50_minimizers.hll,7097.38,2789.55,7098.92,1.54224,0.000552863
GCA_032744255.1_ASM3274425v1_genomic_k31_w50_minimizers.hll,7097.38,2864.42,7100.46,3.08463,0.00107688
GCA_023747375.1_PDT001323944.1_genomic_k31_w50_minimizers.hll,7097.38,2800.23,7097.38,0,0
GCA_000799205.1_ASM79920v1_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7100.46,3.08463,0.00109784
GCA_050770295.1_ASM5077029v1_genomic_k31_w50_minimizers.hll,7097.38,2782.44,7097.38,0,0
GCA_013186715.1_ASM1318671v1_genomic_k31_w50_minimizers.hll,7097.38,2801.41,7100.46,3.08463,0.0011011
GCA_036953985.1_ASM3695398v1_genomic_k31_w50_minimizers.hll,7097.38,2841.8,7102.01,4.62716,0.00162825
GCA_001022955.1_ASM102295v1_genomic_k31_w50_minimizers.hll,7097.38,2815.66,7097.38,0,0
GCA_009755685.1_ASM975568v1_genomic_k31_w50_minimizers.hll,7097.38,2846.56,7103.55,6.16984,0.00216747
GCA_016403185.1_ASM1640318v1_genomic_k31_w50_minimizers.hll,7097.38,2804.97,7097.38,0,0
GCA_049320325.1_ASM4932032v1_genomic_k31_w50_minimizers.hll,7097.38,2839.42,7097.38,0,0
GCA_964208895.1_FFSG_11-B-Q20.1_genomic_k31_w50_minimizers.hll,7097.38,2810.91,7097.38,0,0
GCA_028622135.1_ASM2862213v1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_049859025.1_PDT002727845.1_genomic_k31_w50_minimizers.hll,7097.38,2772.96,7097.38,0,0
GCA_004011455.2_ASM401145v2_genomic_k31_w50_minimizers.hll,7097.38,2873.95,7097.38,0,0
GCA_048772685.1_PDT002669215.1_genomic_k31_w50_minimizers.hll,7097.38,2831.1,7097.38,0,0
GCA_037148835.1_ASM3714883v1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_025482875.1_ASM2548287v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_034106465.1_ASM3410646v1_genomic_k31_w50_minimizers.hll,7097.38,2783.63,7097.38,0,0
GCA_008641005.1_ASM864100v1_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7098.92,1.54224,0.000546125
GCA_053643055.1_ASM5364305v1_genomic_k31_w50_minimizers.hll,7097.38,2835.86,7097.38,0,0
GCA_050000155.1_PDT002076764.2_genomic_k31_w50_minimizers.hll,7097.38,2818.03,7097.38,0,0
GCA_024451265.1_ASM2445126v1_genomic_k31_w50_minimizers.hll,7097.38,2808.53,7097.38,0,0
GCA_015685515.2_PDT000094015.3_genomic_k31_w50_minimizers.hll,7097.38,2826.35,7097.38,0,0
GCA_050883555.1_ASM5088355v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7098.92,1.54224,0.000547507
GCA_025213375.1_PDT001417032.1_genomic_k31_w50_minimizers.hll,7097.38,2844.18,7097.38,0,0
GCA_025926215.1_PDT001471684.1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_027267135.1_PDT001543711.1_genomic_k31_w50_minimizers.hll,7097.38,2786,7097.38,0,0
GCA_032470365.1_ASM3247036v1_genomic_k31_w50_minimizers.hll,7097.38,2780.07,7097.38,0,0
GCA_031576975.1_PDT001702778.1_genomic_k31_w50_minimizers.hll,7097.38,2858.46,7097.38,0,0
GCA_017169075.1_ASM1716907v1_genomic_k31_w50_minimizers.hll,7097.38,2762.31,7097.38,0,0
GCA_004011475.2_ASM401147v2_genomic_k31_w50_minimizers.hll,7097.38,2875.14,7097.38,0,0
GCA_001022095.1_ASM102209v1_genomic_k31_w50_minimizers.hll,7097.38,2844.18,7097.38,0,0
GCA_023154115.1_ASM2315411v1_genomic_k31_w50_minimizers.hll,7097.38,2800.23,7097.38,0,0
GCA_053710475.1_ASM5371047v1_genomic_k31_w50_minimizers.hll,7097.38,2772.96,7102.01,4.62716,0.00166867
GCA_036948005.1_ASM3694800v1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7102.01,4.62716,0.00163578
GCA_022544335.1_ASM2254433v1_genomic_k31_w50_minimizers.hll,7097.38,2969.57,7111.26,13.8854,0.0046759
GCA_016771015.1_ASM1677101v1_genomic_k31_w50_minimizers.hll,7097.38,2856.08,7097.38,0,0
GCA_032803805.1_ASM3280380v1_genomic_k31_w50_minimizers.hll,7097.38,2802.6,7097.38,0,0
GCA_028614885.1_ASM2861488v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_050333135.1_PDT002130802.2_genomic_k31_w50_minimizers.hll,7097.38,2821.6,7097.38,0,0
GCA_900077295.1_12045_4_58_genomic_k31_w50_minimizers.hll,7097.38,2875.14,7129.8,32.4176,0.0112751
GCA_025927235.1_PDT001471698.1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7097.38,0,0
GCA_013169015.1_ASM1316901v1_genomic_k31_w50_minimizers.hll,7097.38,2854.89,7097.38,0,0
GCA_001525135.1_ASM152513v1_genomic_k31_w50_minimizers.hll,7097.38,2884.68,7097.38,0,0
GCA_036731685.1_ASM3673168v1_genomic_k31_w50_minimizers.hll,7097.38,2881.1,7098.92,1.54224,0.000535296
GCA_051849535.1_ASM5184953v1_genomic_k31_w50_minimizers.hll,7097.38,2804.97,7097.38,0,0
GCA_022544255.1_ASM2254425v1_genomic_k31_w50_minimizers.hll,7097.38,2965.97,7142.16,44.784,0.0150993
GCA_015959575.1_PDT000893461.1_genomic_k31_w50_minimizers.hll,7097.38,2821.6,7097.38,0,0
GCA_033407195.1_PDT001749995.1_genomic_k31_w50_minimizers.hll,7097.38,2863.23,7100.46,3.08463,0.00107733
GCA_030818455.1_PDT001703140.1_genomic_k31_w50_minimizers.hll,7097.38,2802.6,7097.38,0,0
GCA_964208915.1_FFSG_17-26-05-21.1_genomic_k31_w50_minimizers.hll,7097.38,2810.91,7097.38,0,0
GCA_032741995.1_ASM3274199v1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_024599655.1_ASM2459965v1_genomic_k31_w50_minimizers.hll,7097.38,2833.48,7098.92,1.54224,0.000544292
GCA_016771805.1_ASM1677180v1_genomic_k31_w50_minimizers.hll,7097.38,2782.44,7097.38,0,0
GCA_022543515.1_ASM2254351v1_genomic_k31_w50_minimizers.hll,7097.38,2999.56,7111.26,13.8854,0.00462914
GCA_033486515.1_ASM3348651v1_genomic_k31_w50_minimizers.hll,7097.38,2871.57,7097.38,0,0
GCA_027268535.1_PDT001543685.1_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7097.38,0,0
GCA_002886845.1_ASM288684v1_genomic_k31_w50_minimizers.hll,7097.38,2854.89,7097.38,0,0
GCA_032552775.1_ASM3255277v1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_023151935.1_ASM2315193v1_genomic_k31_w50_minimizers.hll,7097.38,2804.97,7097.38,0,0
GCA_036245665.1_ASM3624566v1_genomic_k31_w50_minimizers.hll,7097.38,2790.74,7097.38,0,0
GCA_008640815.1_ASM864081v1_genomic_k31_w50_minimizers.hll,7097.38,2791.92,7097.38,0,0
GCA_050769795.1_ASM5076979v1_genomic_k31_w50_minimizers.hll,7097.38,2858.46,7097.38,0,0
GCA_031808935.1_PDT001702564.1_genomic_k31_w50_minimizers.hll,7097.38,2822.78,7097.38,0,0
GCA_016771835.1_ASM1677183v1_genomic_k31_w50_minimizers.hll,7097.38,2847.75,7097.38,0,0
GCA_050102975.1_PDT001844081.3_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_049320465.1_ASM4932046v1_genomic_k31_w50_minimizers.hll,7097.38,2829.91,7097.38,0,0
GCA_015278735.1_ASM1527873v1_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7097.38,0,0
GCA_048772625.1_PDT002669218.1_genomic_k31_w50_minimizers.hll,7097.38,2841.8,7097.38,0,0
GCA_032517065.1_ASM3251706v1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7108.18,10.7987,0.00379837
GCA_029685515.1_PDT001416897.1_genomic_k31_w50_minimizers.hll,7097.38,2829.91,7097.38,0,0
GCA_022544155.1_ASM2254415v1_genomic_k31_w50_minimizers.hll,7097.38,3033.22,7187.07,89.6908,0.0295695
GCA_032739715.1_ASM3273971v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_036949805.1_ASM3694980v1_genomic_k31_w50_minimizers.hll,7097.38,2847.75,7100.46,3.08463,0.00108318
GCA_049320345.1_ASM4932034v1_genomic_k31_w50_minimizers.hll,7097.38,2784.81,7097.38,0,0
GCA_026310395.1_PDT001494599.1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7100.46,3.08463,0.00109047
GCA_019428505.1_ASM1942850v1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7098.92,1.54224,0.000545436
GCA_028890265.1_ASM2889026v1_genomic_k31_w50_minimizers.hll,7097.38,2745.74,7098.92,1.54224,0.000561684
GCA_025926135.1_PDT001471682.1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7097.38,0,0
GCA_052373475.1_ASM5237347v1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_035781475.1_ASM3578147v1_genomic_k31_w50_minimizers.hll,7097.38,2793.11,7097.38,0,0
GCA_030820025.1_PDT001703003.1_genomic_k31_w50_minimizers.hll,7097.38,2797.85,7097.38,0,0
GCA_033486395.1_ASM3348639v1_genomic_k31_w50_minimizers.hll,7097.38,2870.37,7097.38,0,0
GCA_023154335.1_ASM2315433v1_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7097.38,0,0
GCA_001631385.1_ASM163138v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_053049715.1_ASM5304971v1_genomic_k31_w50_minimizers.hll,7097.38,2831.1,7097.38,0,0
GCA_015685775.1_PDT000433526.1_genomic_k31_w50_minimizers.hll,7097.38,2857.27,7097.38,0,0
GCA_020688805.1_PDT001164361.1_genomic_k31_w50_minimizers.hll,7097.38,2857.27,7097.38,0,0
GCA_025214695.1_PDT001416915.1_genomic_k31_w50_minimizers.hll,7097.38,2799.04,7097.38,0,0
GCA_050763695.1_PDT002793546.1_genomic_k31_w50_minimizers.hll,7097.38,2853.7,7097.38,0,0
GCA_052039465.1_ASM5203946v1_genomic_k31_w50_minimizers.hll,7097.38,2885.87,7097.38,0,0
GCA_053699035.1_ASM5369903v1_genomic_k31_w50_minimizers.hll,7097.38,2787.18,7097.38,0,0
GCA_025927195.1_PDT001471700.1_genomic_k31_w50_minimizers.hll,7097.38,2788.37,7097.38,0,0
GCA_011396735.1_ASM1139673v1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_031819455.1_PDT001702209.1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_021368815.1_PDT001216427.1_genomic_k31_w50_minimizers.hll,7097.38,2863.23,7097.38,0,0
GCA_018145685.1_ASM1814568v1_genomic_k31_w50_minimizers.hll,7097.38,2821.6,7097.38,0,0
GCA_965183605.1_M-M123-B_genomic_k31_w50_minimizers.hll,7097.38,2919.3,7154.54,57.1598,0.01958
GCA_022543435.1_ASM2254343v1_genomic_k31_w50_minimizers.hll,7097.38,3030.81,7129.8,32.4176,0.010696
GCA_028464315.1_ASM2846431v1_genomic_k31_w50_minimizers.hll,7097.38,2863.23,7106.63,9.25563,0.00323259
GCA_020515135.1_ASM2051513v1_genomic_k31_w50_minimizers.hll,7097.38,2799.04,7097.38,0,0
GCA_023101705.1_ASM2310170v1_genomic_k31_w50_minimizers.hll,7097.38,2851.32,7097.38,0,0
GCA_025926795.1_PDT001471701.1_genomic_k31_w50_minimizers.hll,7097.38,2835.86,7097.38,0,0
GCA_030879705.1_PDT001701362.1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_050198055.1_ASM5019805v1_genomic_k31_w50_minimizers.hll,7097.38,2807.35,7097.38,0,0
GCA_035797515.1_ASM3579751v1_genomic_k31_w50_minimizers.hll,7097.38,2835.86,7097.38,0,0
GCA_964208515.1_FFMG_699-3-21.2_genomic_k31_w50_minimizers.hll,7097.38,2806.16,7097.38,0,0
GCA_033031475.1_ASM3303147v1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7105.09,7.71266,0.00272655
GCA_036439455.1_PDT002071292.1_genomic_k31_w50_minimizers.hll,7097.38,2860.84,7097.38,0,0
GCA_001076295.1_ASM107629v1_genomic_k31_w50_minimizers.hll,7097.38,2841.8,7105.09,7.71266,0.002714
GCA_021176705.1_PDT001201893.1_genomic_k31_w50_minimizers.hll,7097.38,2844.18,7097.38,0,0
GCA_021067925.1_PDT001196854.1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_964208175.1_FFMG_697-3-21-AE.2_genomic_k31_w50_minimizers.hll,7097.38,2835.86,7098.92,1.54224,0.000543836
GCA_018036445.1_PDT000893417.1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_018442005.1_ASM1844200v1_genomic_k31_w50_minimizers.hll,7097.38,2804.97,7106.63,9.25563,0.00329972
GCA_022544135.1_ASM2254413v1_genomic_k31_w50_minimizers.hll,7097.38,2971.96,7134.43,37.0539,0.0124678
GCA_032330635.2_PDT001830883.2_genomic_k31_w50_minimizers.hll,7097.38,2840.61,7097.38,0,0
GCA_029686145.1_PDT001260758.1_genomic_k31_w50_minimizers.hll,7097.38,2885.87,7097.38,0,0
GCA_033130105.1_ASM3313010v1_genomic_k31_w50_minimizers.hll,7097.38,2788.37,7097.38,0,0
GCA_036711255.1_ASM3671125v1_genomic_k31_w50_minimizers.hll,7097.38,2813.28,7097.38,0,0
GCA_050769775.1_ASM5076977v1_genomic_k31_w50_minimizers.hll,7097.38,2841.8,7097.38,0,0
GCA_026549385.1_PDT001505458.1_genomic_k31_w50_minimizers.hll,7097.38,2833.48,7097.38,0,0
GCA_033487695.1_ASM3348769v1_genomic_k31_w50_minimizers.hll,7097.38,2867.99,7097.38,0,0
GCA_033488335.1_ASM3348833v1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7103.55,6.16984,0.00217019
GCA_036708375.1_ASM3670837v1_genomic_k31_w50_minimizers.hll,7097.38,2791.92,7097.38,0,0
GCA_029684955.1_PDT001471699.1_genomic_k31_w50_minimizers.hll,7097.38,2820.41,7097.38,0,0
GCA_031506405.1_PDT001704059.1_genomic_k31_w50_minimizers.hll,7097.38,2858.46,7097.38,0,0
GCA_021440515.1_ASM2144051v1_genomic_k31_w50_minimizers.hll,7097.38,2822.78,7117.44,20.0605,0.00710663
GCA_051650405.1_ASM5165040v1_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7097.38,0,0
GCA_017151375.1_ASM1715137v1_genomic_k31_w50_minimizers.hll,7097.38,2859.65,7097.38,0,0
GCA_030822875.1_PDT001702181.1_genomic_k31_w50_minimizers.hll,7097.38,2860.84,7097.38,0,0
GCA_018454845.1_PDT000712980.2_genomic_k31_w50_minimizers.hll,7097.38,2808.53,7097.38,0,0
GCA_050770155.1_ASM5077015v1_genomic_k31_w50_minimizers.hll,7097.38,2837.05,7097.38,0,0
GCA_032580395.1_ASM3258039v1_genomic_k31_w50_minimizers.hll,7097.38,2825.16,7097.38,0,0
GCA_023752925.1_ASM2375292v1_genomic_k31_w50_minimizers.hll,7097.38,2803.79,7098.92,1.54224,0.000550057
GCA_033550125.1_ASM3355012v1_genomic_k31_w50_minimizers.hll,7097.38,2864.42,7100.46,3.08463,0.00107688
GCA_003512405.1_ASM351240v1_genomic_k31_w50_minimizers.hll,7097.38,2803.79,7112.81,15.4289,0.0055029
