sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_016771055.1_ASM1677105v1_genomic_k31_w50_minimizers.hll,2979.16,2801.41,3154,174.845,0.062413
GCA_015686255.1_PDT000444059.1_genomic_k31_w50_minimizers.hll,2979.16,2803.79,3147.94,168.784,0.0601987
GCA_011754535.1_ASM1175453v1_genomic_k31_w50_minimizers.hll,2979.16,2859.65,3217.16,238.005,0.0832286
GCA_052373575.1_ASM5237357v1_genomic_k31_w50_minimizers.hll,2979.16,2866.8,3168.56,189.399,0.0660662
GCA_049727005.1_ASM4972700v1_genomic_k31_w50_minimizers.hll,2979.16,2845.37,3009.17,30.0128,0.0105479
GCA_053365235.1_ASM5336523v1_genomic_k31_w50_minimizers.hll,2979.16,2795.48,3152.79,173.632,0.0621118
GCA_032574915.1_ASM3257491v1_genomic_k31_w50_minimizers.hll,2979.16,2823.97,3109.21,130.052,0.0460527
GCA_051847815.1_ASM5184781v1_genomic_k31_w50_minimizers.hll,2979.16,2794.3,3141.88,162.726,0.0582352
GCA_049321975.1_ASM4932197v1_genomic_k31_w50_minimizers.hll,2979.16,2803.79,3152.79,173.632,0.0619279
GCA_023752125.1_ASM2375212v1_genomic_k31_w50_minimizers.hll,2979.16,2865.61,3027.21,48.047,0.0167668
GCA_014101235.1_ASM1410123v1_genomic_k31_w50_minimizers.hll,2979.16,2848.94,3174.62,195.466,0.0686102
GCA_050772815.1_ASM5077281v1_genomic_k31_w50_minimizers.hll,2979.16,2853.7,3172.2,193.039,0.0676451
GCA_014902595.1_ASM1490259v1_genomic_k31_w50_minimizers.hll,2979.16,2863.23,3212.3,233.138,0.0814249
GCA_017347425.1_ASM1734742v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3154,174.845,0.061655
GCA_023151575.1_ASM2315157v1_genomic_k31_w50_minimizers.hll,2979.16,2803.79,3097.12,117.966,0.0420739
GCA_017328525.1_PDT000065104.4_genomic_k31_w50_minimizers.hll,2979.16,2815.66,3105.58,126.425,0.0449007
GCA_008120225.1_ASM812022v1_genomic_k31_w50_minimizers.hll,2979.16,2842.99,3111.63,132.47,0.0465952
GCA_031511725.1_PDT001703672.1_genomic_k31_w50_minimizers.hll,2979.16,2826.35,3094.71,115.55,0.0408832
GCA_050770715.1_ASM5077071v1_genomic_k31_w50_minimizers.hll,2979.16,2795.48,3157.64,178.482,0.0638466
GCA_034105885.1_ASM3410588v1_genomic_k31_w50_minimizers.hll,2979.16,2788.37,3137.04,157.882,0.0566215
GCA_025926875.1_PDT001471697.1_genomic_k31_w50_minimizers.hll,2979.16,2834.67,3157.64,178.482,0.062964
GCA_033375845.1_ASM3337584v1_genomic_k31_w50_minimizers.hll,2979.16,2870.37,3202.57,223.408,0.0778323
GCA_020179015.1_ASM2017901v1_genomic_k31_w50_minimizers.hll,2979.16,2797.85,3137.04,157.882,0.0564295
GCA_025209535.1_PDT001417009.1_genomic_k31_w50_minimizers.hll,2979.16,2829.91,3126.14,146.986,0.0519401
GCA_051848375.1_ASM5184837v1_genomic_k31_w50_minimizers.hll,2979.16,2802.6,3108,128.843,0.0459725
GCA_018598075.1_ASM1859807v1_genomic_k31_w50_minimizers.hll,2979.16,2802.6,3164.92,185.759,0.0662809
GCA_012843805.1_ASM1284380v1_genomic_k31_w50_minimizers.hll,2979.16,2782.44,3134.62,155.46,0.0558717
GCA_028464305.1_ASM2846430v1_genomic_k31_w50_minimizers.hll,2979.16,2848.94,3012.78,33.6181,0.0118002
GCA_030813275.1_PDT001705003.1_genomic_k31_w50_minimizers.hll,2979.16,2848.94,3175.84,196.68,0.0690363
GCA_048772855.1_PDT002669210.1_genomic_k31_w50_minimizers.hll,2979.16,2816.84,3091.09,111.927,0.0397349
GCA_029686165.1_PDT001259690.1_genomic_k31_w50_minimizers.hll,2979.16,2885.87,3236.65,257.488,0.0892237
GCA_037148455.1_ASM3714845v1_genomic_k31_w50_minimizers.hll,2979.16,2829.91,3166.13,186.972,0.0660699
GCA_023151565.1_ASM2315156v1_genomic_k31_w50_minimizers.hll,2979.16,2806.16,3157.64,178.482,0.0636036
GCA_030358685.1_ASM3035868v1_genomic_k31_w50_minimizers.hll,2979.16,2814.47,3105.58,126.425,0.0449197
GCA_022543955.1_ASM2254395v1_genomic_k31_w50_minimizers.hll,2979.16,2992.36,3292.79,313.631,0.104811
GCA_050196635.1_ASM5019663v1_genomic_k31_w50_minimizers.hll,2979.16,2787.18,3138.25,159.093,0.0570801
GCA_025927215.1_PDT001471694.1_genomic_k31_w50_minimizers.hll,2979.16,2820.41,2991.16,11.9985,0.00425418
GCA_022543975.1_ASM2254397v1_genomic_k31_w50_minimizers.hll,2979.16,2981.56,3071.77,92.6162,0.031063
GCA_053049815.1_ASM5304981v1_genomic_k31_w50_minimizers.hll,2979.16,2819.22,3154,174.845,0.0620188
GCA_033726715.1_PDT001986240.1_genomic_k31_w50_minimizers.hll,2979.16,2857.27,3013.98,34.82,0.0121864
GCA_013782005.1_ASM1378200v1_genomic_k31_w50_minimizers.hll,2979.16,2771.78,3145.52,166.361,0.0600196
GCA_037146525.1_ASM3714652v1_genomic_k31_w50_minimizers.hll,2979.16,2828.72,3163.7,184.546,0.0652399
GCA_002185225.2_ASM218522v2_genomic_k31_w50_minimizers.hll,2979.16,2797.85,3144.31,165.149,0.0590271
GCA_020701955.1_PDT001164392.1_genomic_k31_w50_minimizers.hll,2979.16,2856.08,3112.84,133.679,0.046805
GCA_032516625.1_ASM3251662v1_genomic_k31_w50_minimizers.hll,2979.16,2816.84,3091.09,111.927,0.0397349
GCA_036708335.1_ASM3670833v1_genomic_k31_w50_minimizers.hll,2979.16,2834.67,3101.96,122.799,0.0433205
GCA_033486355.1_ASM3348635v1_genomic_k31_w50_minimizers.hll,2979.16,2866.8,3183.12,203.965,0.0711474
GCA_053502875.1_ASM5350287v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3186.77,207.609,0.0732086
GCA_003940765.1_ASM394076v1_genomic_k31_w50_minimizers.hll,2979.16,2831.1,3094.71,115.55,0.0408146
GCA_015956945.1_PDT000894115.1_genomic_k31_w50_minimizers.hll,2979.16,2845.37,3117.67,138.517,0.0486814
GCA_032515285.1_ASM3251528v1_genomic_k31_w50_minimizers.hll,2979.16,2656.12,3160.07,180.907,0.0681095
GCA_031851475.1_ASM3185147v1_genomic_k31_w50_minimizers.hll,2979.16,2796.67,3156.43,177.269,0.0633859
GCA_016771675.1_ASM1677167v1_genomic_k31_w50_minimizers.hll,2979.16,2812.09,3158.85,179.695,0.0639006
GCA_033099775.1_ASM3309977v1_genomic_k31_w50_minimizers.hll,2979.16,2816.84,3099.54,120.383,0.0427367
GCA_001525055.1_ASM152505v1_genomic_k31_w50_minimizers.hll,2979.16,2809.72,3097.12,117.966,0.0419851
GCA_001052645.1_ASM105264v1_genomic_k31_w50_minimizers.hll,2979.16,2825.16,3093.5,114.342,0.0404729
GCA_025926735.1_PDT001471702.1_genomic_k31_w50_minimizers.hll,2979.16,2839.42,3162.49,183.333,0.0645669
GCA_032471155.1_ASM3247115v1_genomic_k31_w50_minimizers.hll,2979.16,2790.74,3097.12,117.966,0.0422706
GCA_023152575.1_ASM2315257v1_genomic_k31_w50_minimizers.hll,2979.16,2845.37,3105.58,126.425,0.0444318
GCA_053642945.1_ASM5364294v1_genomic_k31_w50_minimizers.hll,2979.16,2806.16,3149.15,169.996,0.0605797
GCA_050769835.1_ASM5076983v1_genomic_k31_w50_minimizers.hll,2979.16,2851.32,3112.84,133.679,0.0468831
GCA_015704085.1_ASM1570408v1_genomic_k31_w50_minimizers.hll,2979.16,2875.14,3146.73,167.573,0.0582833
GCA_020889385.1_ASM2088938v1_genomic_k31_w50_minimizers.hll,2979.16,2838.24,3212.3,233.138,0.0821418
GCA_015686215.1_PDT000444055.1_genomic_k31_w50_minimizers.hll,2979.16,2812.09,3150.37,171.208,0.0608828
GCA_023034535.1_PDT001288821.1_genomic_k31_w50_minimizers.hll,2979.16,2822.78,3108,128.843,0.0456438
GCA_004368735.1_ASM436873v1_genomic_k31_w50_minimizers.hll,2979.16,2808.53,3160.07,180.907,0.0644134
GCA_049726665.1_ASM4972666v1_genomic_k31_w50_minimizers.hll,2979.16,2823.97,3017.58,38.4263,0.0136072
GCA_000534055.1_Ente_cloa_UCI_49_V1_genomic_k31_w50_minimizers.hll,2979.16,2867.99,3196.49,217.33,0.0757777
GCA_022544435.1_ASM2254443v1_genomic_k31_w50_minimizers.hll,2979.16,2908.55,3070.57,91.41,0.0314281
GCA_032988025.1_PDT001951675.1_genomic_k31_w50_minimizers.hll,2979.16,2789.55,3088.67,109.512,0.0392579
GCA_050770275.1_ASM5077027v1_genomic_k31_w50_minimizers.hll,2979.16,2844.18,3169.77,190.612,0.0670182
GCA_029840375.1_ASM2984037v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3167.34,188.185,0.0663592
GCA_033488135.1_ASM3348813v1_genomic_k31_w50_minimizers.hll,2979.16,2853.7,3160.07,180.907,0.0633939
GCA_018454965.1_PDT000712956.2_genomic_k31_w50_minimizers.hll,2979.16,2796.67,3141.88,162.726,0.0581858
GCA_021288085.1_ASM2128808v1_genomic_k31_w50_minimizers.hll,2979.16,2846.56,3177.05,197.894,0.0695205
GCA_036623935.1_PDT002078335.1_genomic_k31_w50_minimizers.hll,2979.16,2875.14,3137.04,157.882,0.0549126
GCA_010590605.1_ASM1059060v1_genomic_k31_w50_minimizers.hll,2979.16,2881.1,3236.65,257.488,0.0893714
GCA_946481975.1_SRR12181019_bin.8_metawrap_v1.3.0_MAG_genomic_k31_w50_minimizers.hll,2979.16,2795.48,3137.04,157.882,0.0564774
GCA_020888965.1_ASM2088896v1_genomic_k31_w50_minimizers.hll,2979.16,2859.65,3110.42,131.261,0.0459009
GCA_036731665.1_ASM3673166v1_genomic_k31_w50_minimizers.hll,2979.16,2871.57,3108,128.843,0.0448684
GCA_001663525.1_ASM166352v1_genomic_k31_w50_minimizers.hll,2979.16,2797.85,3101.96,122.799,0.0438905
GCA_026549525.1_PDT001505438.1_genomic_k31_w50_minimizers.hll,2979.16,2826.35,3141.88,162.726,0.0575748
GCA_964235905.1_24-1499_genomic_k31_w50_minimizers.hll,2979.16,2799.04,3128.56,149.407,0.0533778
GCA_015168595.1_ASM1516859v1_genomic_k31_w50_minimizers.hll,2979.16,2828.72,3169.77,190.612,0.0673844
GCA_021368915.1_PDT001216418.1_genomic_k31_w50_minimizers.hll,2979.16,2840.61,3123.72,144.566,0.0508924
GCA_053156815.1_PDT002959701.1_genomic_k31_w50_minimizers.hll,2979.16,2834.67,3100.75,121.591,0.0428942
GCA_033486575.1_ASM3348657v1_genomic_k31_w50_minimizers.hll,2979.16,2862.04,3181.91,202.751,0.0708415
GCA_034107165.1_ASM3410716v1_genomic_k31_w50_minimizers.hll,2979.16,2784.81,3132.2,153.038,0.0549546
GCA_032970265.1_PDT001951893.1_genomic_k31_w50_minimizers.hll,2979.16,2784.81,3135.83,156.671,0.056259
GCA_015266285.1_ASM1526628v1_genomic_k31_w50_minimizers.hll,2979.16,2819.22,3151.58,172.42,0.0611589
GCA_027571565.1_PDT001543644.1_genomic_k31_w50_minimizers.hll,2979.16,2848.94,3200.13,220.976,0.0775644
GCA_030580805.1_ASM3058080v1_genomic_k31_w50_minimizers.hll,2979.16,2864.42,3179.48,200.322,0.0699348
GCA_024756205.1_ASM2475620v1_genomic_k31_w50_minimizers.hll,2979.16,2815.66,3108,128.843,0.0457593
GCA_037146495.1_ASM3714649v1_genomic_k31_w50_minimizers.hll,2979.16,2827.54,3162.49,183.333,0.0648384
GCA_022715145.1_ASM2271514v1_genomic_k31_w50_minimizers.hll,2979.16,2602.12,3054.9,75.7379,0.0291063
GCA_016771775.1_ASM1677177v1_genomic_k31_w50_minimizers.hll,2979.16,2791.92,3150.37,171.208,0.0613227
GCA_001052135.1_ASM105213v1_genomic_k31_w50_minimizers.hll,2979.16,2802.6,3164.92,185.759,0.0662809
GCA_037148875.1_ASM3714887v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3173.41,194.253,0.0684988
GCA_036949725.1_ASM3694972v1_genomic_k31_w50_minimizers.hll,2979.16,2827.54,3160.07,180.907,0.0639805
GCA_032983745.1_PDT001951879.1_genomic_k31_w50_minimizers.hll,2979.16,2814.47,3166.13,186.972,0.0664324
GCA_032301015.1_ASM3230101v1_genomic_k31_w50_minimizers.hll,2979.16,2813.28,3146.73,167.573,0.0595648
GCA_016771715.1_ASM1677171v1_genomic_k31_w50_minimizers.hll,2979.16,2834.67,3177.05,197.894,0.0698122
GCA_016027695.1_ASM1602769v1_genomic_k31_w50_minimizers.hll,2979.16,2793.11,3154,174.845,0.0625986
GCA_030179805.1_ASM3017980v1_genomic_k31_w50_minimizers.hll,2979.16,2814.47,3162.49,183.333,0.0651394
GCA_031167025.1_ASM3116702v1_genomic_k31_w50_minimizers.hll,2979.16,2856.08,3174.62,195.466,0.0684387
GCA_026352915.1_PDT001493332.1_genomic_k31_w50_minimizers.hll,2979.16,2822.78,3156.43,177.269,0.0627995
GCA_029091125.1_PDT001653544.1_genomic_k31_w50_minimizers.hll,2979.16,2881.1,3132.2,153.038,0.0531179
GCA_030444555.1_ASM3044455v1_genomic_k31_w50_minimizers.hll,2979.16,2873.95,3191.63,212.469,0.0739292
GCA_050102895.1_PDT002037032.2_genomic_k31_w50_minimizers.hll,2979.16,2837.05,3101.96,122.799,0.0432842
GCA_032987405.1_PDT001951718.1_genomic_k31_w50_minimizers.hll,2979.16,2867.99,3123.72,144.566,0.0504066
GCA_030510105.1_ASM3051010v1_genomic_k31_w50_minimizers.hll,2979.16,2840.61,3104.37,125.216,0.0440807
GCA_049321715.1_ASM4932171v1_genomic_k31_w50_minimizers.hll,2979.16,2838.24,3104.37,125.216,0.0441177
GCA_028614785.1_ASM2861478v1_genomic_k31_w50_minimizers.hll,2979.16,2815.66,3167.34,188.185,0.0668353
GCA_053364675.1_ASM5336467v1_genomic_k31_w50_minimizers.hll,2979.16,2787.18,3134.62,155.46,0.0557767
GCA_023672605.1_PDT001323935.1_genomic_k31_w50_minimizers.hll,2979.16,2863.23,2997.16,18.0011,0.006287
GCA_031821645.1_PDT001702130.1_genomic_k31_w50_minimizers.hll,2979.16,2842.99,3105.58,126.425,0.044469
GCA_024128675.1_ASM2412867v1_genomic_k31_w50_minimizers.hll,2979.16,2799.04,3147.94,168.784,0.0603008
GCA_001482625.1_ASM148262v1_genomic_k31_w50_minimizers.hll,2979.16,2807.35,3149.15,169.996,0.0605541
GCA_000965825.1_ASM96582v1_genomic_k31_w50_minimizers.hll,2979.16,2803.79,3147.94,168.784,0.0601987
GCA_030806585.1_PDT001705264.1_genomic_k31_w50_minimizers.hll,2979.16,2862.04,3220.81,241.656,0.0844351
GCA_053365155.1_ASM5336515v1_genomic_k31_w50_minimizers.hll,2979.16,2786,3133.41,154.249,0.0553658
GCA_008080435.1_ASM808043v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3195.27,216.114,0.0762077
GCA_035064345.1_ASM3506434v1_genomic_k31_w50_minimizers.hll,2979.16,2875.14,3139.46,160.304,0.0557551
GCA_023023145.1_ASM2302314v1_genomic_k31_w50_minimizers.hll,2979.16,2871.57,3120.09,140.936,0.0490798
GCA_036880105.1_ASM3688010v1_genomic_k31_w50_minimizers.hll,2979.16,2862.04,3110.42,131.261,0.0458627
GCA_029686185.1_PDT001259404.1_genomic_k31_w50_minimizers.hll,2979.16,2885.87,3236.65,257.488,0.0892237
GCA_049321875.1_ASM4932187v1_genomic_k31_w50_minimizers.hll,2979.16,2847.75,3173.41,194.253,0.0682127
GCA_036947815.1_ASM3694781v1_genomic_k31_w50_minimizers.hll,2979.16,2832.29,3098.33,119.174,0.042077
GCA_029685685.1_PDT001288885.1_genomic_k31_w50_minimizers.hll,2979.16,2789.55,3155.22,176.057,0.063113
GCA_026551695.1_PDT001505453.1_genomic_k31_w50_minimizers.hll,2979.16,2833.48,3162.49,183.333,0.0647024
GCA_015686275.1_PDT000444080.1_genomic_k31_w50_minimizers.hll,2979.16,2784.81,3133.41,154.249,0.0553893
GCA_023753825.1_ASM2375382v1_genomic_k31_w50_minimizers.hll,2979.16,2857.27,3178.27,199.108,0.0696847
GCA_022543875.1_ASM2254387v1_genomic_k31_w50_minimizers.hll,2979.16,3003.16,3066.95,87.792,0.0292332
GCA_958453325.1_SRR18940306_bin.39_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,2979.16,2629.1,3093.5,114.342,0.0434911
GCA_002334005.1_ASM233400v1_genomic_k31_w50_minimizers.hll,2979.16,2829.91,3160.07,180.907,0.0639268
GCA_023154775.1_ASM2315477v1_genomic_k31_w50_minimizers.hll,2979.16,2812.09,3109.21,130.052,0.0462472
GCA_021739535.1_ASM2173953v1_genomic_k31_w50_minimizers.hll,2979.16,2804.97,3143.1,163.938,0.0584454
GCA_034687365.1_PDT001704144.1_genomic_k31_w50_minimizers.hll,2979.16,2778.89,3145.52,166.361,0.0598661
GCA_053502885.1_ASM5350288v1_genomic_k31_w50_minimizers.hll,2979.16,2835.86,3186.77,207.609,0.0732086
GCA_029685015.1_PDT001471683.1_genomic_k31_w50_minimizers.hll,2979.16,2797.85,3094.71,115.55,0.0412996
GCA_053364815.1_ASM5336481v1_genomic_k31_w50_minimizers.hll,2979.16,2822.78,3161.28,182.12,0.0645179
GCA_032642745.1_PDT001810336.1_genomic_k31_w50_minimizers.hll,2979.16,2808.53,3152.79,173.632,0.0618232
GCA_003964485.1_ASM396448v1_genomic_k31_w50_minimizers.hll,2979.16,2814.47,3112.84,133.679,0.047497
GCA_032741615.1_ASM3274161v1_genomic_k31_w50_minimizers.hll,2979.16,2866.8,3185.55,206.394,0.0719947
GCA_030880525.1_PDT001701314.1_genomic_k31_w50_minimizers.hll,2979.16,2789.55,3155.22,176.057,0.063113
GCA_037145255.1_ASM3714525v1_genomic_k31_w50_minimizers.hll,2979.16,2814.47,3167.34,188.185,0.0668635
