sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_051371365.1_PDT002835690.1_genomic_k31_w50_minimizers.hll,5480.39,2837.05,5480.39,0,0
GCA_023151535.1_ASM2315153v1_genomic_k31_w50_minimizers.hll,5480.39,2784.81,5480.39,0,0
GCA_036708605.1_ASM3670860v1_genomic_k31_w50_minimizers.hll,5480.39,2809.72,5480.39,0,0
GCA_052163375.1_PDT002889314.1_genomic_k31_w50_minimizers.hll,5480.39,2853.7,5480.39,0,0
GCA_009821655.1_ASM982165v1_genomic_k31_w50_minimizers.hll,5480.39,2829.91,5488.78,8.38557,0.00296319
GCA_035791235.1_ASM3579123v1_genomic_k31_w50_minimizers.hll,5480.39,2835.86,5480.39,0,0
GCA_032480315.1_ASM3248031v1_genomic_k31_w50_minimizers.hll,5480.39,2850.13,5480.39,0,0
GCA_003986735.1_ASM398673v1_genomic_k31_w50_minimizers.hll,5480.39,2826.35,5483.19,2.79471,0.000988807
GCA_016771055.1_ASM1677105v1_genomic_k31_w50_minimizers.hll,5480.39,2801.41,5485.98,5.5899,0.00199539
GCA_015686255.1_PDT000444059.1_genomic_k31_w50_minimizers.hll,5480.39,2803.79,5480.39,0,0
GCA_011754535.1_ASM1175453v1_genomic_k31_w50_minimizers.hll,5480.39,2859.65,5498.57,18.1742,0.00635537
GCA_052373575.1_ASM5237357v1_genomic_k31_w50_minimizers.hll,5480.39,2866.8,5480.39,0,0
GCA_049727005.1_ASM4972700v1_genomic_k31_w50_minimizers.hll,5480.39,2845.37,5480.39,0,0
GCA_032574915.1_ASM3257491v1_genomic_k31_w50_minimizers.hll,5480.39,2823.97,5480.39,0,0
GCA_051847815.1_ASM5184781v1_genomic_k31_w50_minimizers.hll,5480.39,2794.3,5481.79,1.3973,0.000500053
GCA_049321975.1_ASM4932197v1_genomic_k31_w50_minimizers.hll,5480.39,2803.79,5480.39,0,0
GCA_023752125.1_ASM2375212v1_genomic_k31_w50_minimizers.hll,5480.39,2865.61,5487.38,6.98767,0.00243846
GCA_014101235.1_ASM1410123v1_genomic_k31_w50_minimizers.hll,5480.39,2848.94,5480.39,0,0
GCA_050772815.1_ASM5077281v1_genomic_k31_w50_minimizers.hll,5480.39,2853.7,5480.39,0,0
GCA_031511725.1_PDT001703672.1_genomic_k31_w50_minimizers.hll,5480.39,2826.35,5480.39,0,0
GCA_050770715.1_ASM5077071v1_genomic_k31_w50_minimizers.hll,5480.39,2795.48,5480.39,0,0
GCA_034105885.1_ASM3410588v1_genomic_k31_w50_minimizers.hll,5480.39,2788.37,5481.79,1.3973,0.000501116
GCA_025926875.1_PDT001471697.1_genomic_k31_w50_minimizers.hll,5480.39,2834.67,5480.39,0,0
GCA_033375845.1_ASM3337584v1_genomic_k31_w50_minimizers.hll,5480.39,2870.37,5505.56,25.1696,0.00876875
GCA_025209535.1_PDT001417009.1_genomic_k31_w50_minimizers.hll,5480.39,2829.91,5483.19,2.79471,0.000987561
GCA_051848375.1_ASM5184837v1_genomic_k31_w50_minimizers.hll,5480.39,2802.6,5480.39,0,0
GCA_018598075.1_ASM1859807v1_genomic_k31_w50_minimizers.hll,5480.39,2802.6,5483.19,2.79471,0.000997186
GCA_012843805.1_ASM1284380v1_genomic_k31_w50_minimizers.hll,5480.39,2782.44,5481.79,1.3973,0.000502184
GCA_028464305.1_ASM2846430v1_genomic_k31_w50_minimizers.hll,5480.39,2848.94,5484.59,4.19225,0.00147151
GCA_030813275.1_PDT001705003.1_genomic_k31_w50_minimizers.hll,5480.39,2848.94,5480.39,0,0
GCA_029686165.1_PDT001259690.1_genomic_k31_w50_minimizers.hll,5480.39,2885.87,5487.38,6.98767,0.00242134
GCA_037148455.1_ASM3714845v1_genomic_k31_w50_minimizers.hll,5480.39,2829.91,5480.39,0,0
GCA_023151565.1_ASM2315156v1_genomic_k31_w50_minimizers.hll,5480.39,2806.16,5480.39,0,0
GCA_030358685.1_ASM3035868v1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5480.39,0,0
GCA_022543955.1_ASM2254395v1_genomic_k31_w50_minimizers.hll,5480.39,2992.36,5537.78,57.3871,0.0191779
GCA_050196635.1_ASM5019663v1_genomic_k31_w50_minimizers.hll,5480.39,2787.18,5480.39,0,0
GCA_025927215.1_PDT001471694.1_genomic_k31_w50_minimizers.hll,5480.39,2820.41,5480.39,0,0
GCA_053049815.1_ASM5304981v1_genomic_k31_w50_minimizers.hll,5480.39,2819.22,5483.19,2.79471,0.000991307
GCA_033726715.1_PDT001986240.1_genomic_k31_w50_minimizers.hll,5480.39,2857.27,5480.39,0,0
GCA_002185225.2_ASM218522v2_genomic_k31_w50_minimizers.hll,5480.39,2797.85,5480.39,0,0
GCA_032516625.1_ASM3251662v1_genomic_k31_w50_minimizers.hll,5480.39,2816.84,5480.39,0,0
GCA_033486355.1_ASM3348635v1_genomic_k31_w50_minimizers.hll,5480.39,2866.8,5480.39,0,0
GCA_053502875.1_ASM5350287v1_genomic_k31_w50_minimizers.hll,5480.39,2835.86,5481.79,1.3973,0.000492725
GCA_015956945.1_PDT000894115.1_genomic_k31_w50_minimizers.hll,5480.39,2845.37,5481.79,1.3973,0.000491077
GCA_031851475.1_ASM3185147v1_genomic_k31_w50_minimizers.hll,5480.39,2796.67,5483.19,2.79471,0.000999301
GCA_016771675.1_ASM1677167v1_genomic_k31_w50_minimizers.hll,5480.39,2812.09,5485.98,5.5899,0.00198781
GCA_033099775.1_ASM3309977v1_genomic_k31_w50_minimizers.hll,5480.39,2816.84,5480.39,0,0
GCA_001525055.1_ASM152505v1_genomic_k31_w50_minimizers.hll,5480.39,2809.72,5480.39,0,0
GCA_001052645.1_ASM105264v1_genomic_k31_w50_minimizers.hll,5480.39,2825.16,5480.39,0,0
GCA_032471155.1_ASM3247115v1_genomic_k31_w50_minimizers.hll,5480.39,2790.74,5485.98,5.5899,0.00200302
GCA_023152575.1_ASM2315257v1_genomic_k31_w50_minimizers.hll,5480.39,2845.37,5480.39,0,0
GCA_053642945.1_ASM5364294v1_genomic_k31_w50_minimizers.hll,5480.39,2806.16,5481.79,1.3973,0.000497939
GCA_050769835.1_ASM5076983v1_genomic_k31_w50_minimizers.hll,5480.39,2851.32,5480.39,0,0
GCA_015704085.1_ASM1570408v1_genomic_k31_w50_minimizers.hll,5480.39,2875.14,5523.76,43.3717,0.0150851
GCA_015686215.1_PDT000444055.1_genomic_k31_w50_minimizers.hll,5480.39,2812.09,5480.39,0,0
GCA_023034535.1_PDT001288821.1_genomic_k31_w50_minimizers.hll,5480.39,2822.78,5480.39,0,0
GCA_049726665.1_ASM4972666v1_genomic_k31_w50_minimizers.hll,5480.39,2823.97,5484.59,4.19225,0.00148452
GCA_022544435.1_ASM2254443v1_genomic_k31_w50_minimizers.hll,5480.39,2908.55,5534.98,54.5831,0.0187664
GCA_032988025.1_PDT001951675.1_genomic_k31_w50_minimizers.hll,5480.39,2789.55,5480.39,0,0
GCA_050770275.1_ASM5077027v1_genomic_k31_w50_minimizers.hll,5480.39,2844.18,5480.39,0,0
GCA_029840375.1_ASM2984037v1_genomic_k31_w50_minimizers.hll,5480.39,2835.86,5480.39,0,0
GCA_033488135.1_ASM3348813v1_genomic_k31_w50_minimizers.hll,5480.39,2853.7,5484.59,4.19225,0.00146906
GCA_018454965.1_PDT000712956.2_genomic_k31_w50_minimizers.hll,5480.39,2796.67,5481.79,1.3973,0.000499629
GCA_021288085.1_ASM2128808v1_genomic_k31_w50_minimizers.hll,5480.39,2846.56,5484.59,4.19225,0.00147274
GCA_036623935.1_PDT002078335.1_genomic_k31_w50_minimizers.hll,5480.39,2875.14,5481.79,1.3973,0.000485992
GCA_010590605.1_ASM1059060v1_genomic_k31_w50_minimizers.hll,5480.39,2881.1,5513.96,33.568,0.0116511
GCA_946481975.1_SRR12181019_bin.8_metawrap_v1.3.0_MAG_genomic_k31_w50_minimizers.hll,5480.39,2795.48,5481.79,1.3973,0.000499841
GCA_020888965.1_ASM2088896v1_genomic_k31_w50_minimizers.hll,5480.39,2859.65,5481.79,1.3973,0.000488624
GCA_036731665.1_ASM3673166v1_genomic_k31_w50_minimizers.hll,5480.39,2871.57,5485.98,5.5899,0.00194664
GCA_001663525.1_ASM166352v1_genomic_k31_w50_minimizers.hll,5480.39,2797.85,5481.79,1.3973,0.000499417
GCA_026549525.1_PDT001505438.1_genomic_k31_w50_minimizers.hll,5480.39,2826.35,5480.39,0,0
GCA_964235905.1_24-1499_genomic_k31_w50_minimizers.hll,5480.39,2799.04,5480.39,0,0
GCA_021368915.1_PDT001216418.1_genomic_k31_w50_minimizers.hll,5480.39,2840.61,5480.39,0,0
GCA_053156815.1_PDT002959701.1_genomic_k31_w50_minimizers.hll,5480.39,2834.67,5480.39,0,0
GCA_033486575.1_ASM3348657v1_genomic_k31_w50_minimizers.hll,5480.39,2862.04,5480.39,0,0
GCA_034107165.1_ASM3410716v1_genomic_k31_w50_minimizers.hll,5480.39,2784.81,5481.79,1.3973,0.000501756
GCA_032970265.1_PDT001951893.1_genomic_k31_w50_minimizers.hll,5480.39,2784.81,5481.79,1.3973,0.000501756
GCA_015266285.1_ASM1526628v1_genomic_k31_w50_minimizers.hll,5480.39,2819.22,5481.79,1.3973,0.000495632
GCA_030580805.1_ASM3058080v1_genomic_k31_w50_minimizers.hll,5480.39,2864.42,5481.79,1.3973,0.000487812
GCA_024756205.1_ASM2475620v1_genomic_k31_w50_minimizers.hll,5480.39,2815.66,5480.39,0,0
GCA_016771775.1_ASM1677177v1_genomic_k31_w50_minimizers.hll,5480.39,2791.92,5484.59,4.19225,0.00150156
GCA_036949725.1_ASM3694972v1_genomic_k31_w50_minimizers.hll,5480.39,2827.54,5483.19,2.79471,0.000988391
GCA_032983745.1_PDT001951879.1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5480.39,0,0
GCA_016027695.1_ASM1602769v1_genomic_k31_w50_minimizers.hll,5480.39,2793.11,5480.39,0,0
GCA_030179805.1_ASM3017980v1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5480.39,0,0
GCA_026352915.1_PDT001493332.1_genomic_k31_w50_minimizers.hll,5480.39,2822.78,5480.39,0,0
GCA_029091125.1_PDT001653544.1_genomic_k31_w50_minimizers.hll,5480.39,2881.1,5481.79,1.3973,0.000484987
GCA_050102895.1_PDT002037032.2_genomic_k31_w50_minimizers.hll,5480.39,2837.05,5480.39,0,0
GCA_032987405.1_PDT001951718.1_genomic_k31_w50_minimizers.hll,5480.39,2867.99,5480.39,0,0
GCA_030510105.1_ASM3051010v1_genomic_k31_w50_minimizers.hll,5480.39,2840.61,5481.79,1.3973,0.0004919
GCA_049321715.1_ASM4932171v1_genomic_k31_w50_minimizers.hll,5480.39,2838.24,5480.39,0,0
GCA_028614785.1_ASM2861478v1_genomic_k31_w50_minimizers.hll,5480.39,2815.66,5481.79,1.3973,0.000496259
GCA_023672605.1_PDT001323935.1_genomic_k31_w50_minimizers.hll,5480.39,2863.23,5480.39,0,0
GCA_031821645.1_PDT001702130.1_genomic_k31_w50_minimizers.hll,5480.39,2842.99,5480.39,0,0
GCA_024128675.1_ASM2412867v1_genomic_k31_w50_minimizers.hll,5480.39,2799.04,5495.77,15.3768,0.0054936
GCA_000965825.1_ASM96582v1_genomic_k31_w50_minimizers.hll,5480.39,2803.79,5480.39,0,0
GCA_030806585.1_PDT001705264.1_genomic_k31_w50_minimizers.hll,5480.39,2862.04,5488.78,8.38557,0.00292993
GCA_053365155.1_ASM5336515v1_genomic_k31_w50_minimizers.hll,5480.39,2786,5481.79,1.3973,0.000501543
GCA_035064345.1_ASM3506434v1_genomic_k31_w50_minimizers.hll,5480.39,2875.14,5491.57,11.1817,0.0038891
GCA_023023145.1_ASM2302314v1_genomic_k31_w50_minimizers.hll,5480.39,2871.57,5480.39,0,0
GCA_036880105.1_ASM3688010v1_genomic_k31_w50_minimizers.hll,5480.39,2862.04,5480.39,0,0
GCA_029686185.1_PDT001259404.1_genomic_k31_w50_minimizers.hll,5480.39,2885.87,5487.38,6.98767,0.00242134
GCA_049321875.1_ASM4932187v1_genomic_k31_w50_minimizers.hll,5480.39,2847.75,5480.39,0,0
GCA_036947815.1_ASM3694781v1_genomic_k31_w50_minimizers.hll,5480.39,2832.29,5481.79,1.3973,0.000493345
GCA_029685685.1_PDT001288885.1_genomic_k31_w50_minimizers.hll,5480.39,2789.55,5480.39,0,0
GCA_015686275.1_PDT000444080.1_genomic_k31_w50_minimizers.hll,5480.39,2784.81,5480.39,0,0
GCA_023753825.1_ASM2375382v1_genomic_k31_w50_minimizers.hll,5480.39,2857.27,5481.79,1.3973,0.000489032
GCA_958453325.1_SRR18940306_bin.39_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,5480.39,2629.1,5480.39,0,0
GCA_002334005.1_ASM233400v1_genomic_k31_w50_minimizers.hll,5480.39,2829.91,5504.16,23.7703,0.00839964
GCA_021739535.1_ASM2173953v1_genomic_k31_w50_minimizers.hll,5480.39,2804.97,5481.79,1.3973,0.00049815
GCA_034687365.1_PDT001704144.1_genomic_k31_w50_minimizers.hll,5480.39,2778.89,5480.39,0,0
GCA_053502885.1_ASM5350288v1_genomic_k31_w50_minimizers.hll,5480.39,2835.86,5481.79,1.3973,0.000492725
GCA_029685015.1_PDT001471683.1_genomic_k31_w50_minimizers.hll,5480.39,2797.85,5481.79,1.3973,0.000499417
GCA_032642745.1_PDT001810336.1_genomic_k31_w50_minimizers.hll,5480.39,2808.53,5480.39,0,0
GCA_003964485.1_ASM396448v1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5480.39,0,0
GCA_032741615.1_ASM3274161v1_genomic_k31_w50_minimizers.hll,5480.39,2866.8,5483.19,2.79471,0.000974854
GCA_030880525.1_PDT001701314.1_genomic_k31_w50_minimizers.hll,5480.39,2789.55,5481.79,1.3973,0.000500903
GCA_037145255.1_ASM3714525v1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5487.38,6.98767,0.00248277
GCA_029872345.1_ASM2987234v1_genomic_k31_w50_minimizers.hll,5480.39,2814.47,5480.39,0,0
GCA_029682285.1_PDT001543788.1_genomic_k31_w50_minimizers.hll,5480.39,2803.79,5480.39,0,0
GCA_031817375.1_PDT001702307.1_genomic_k31_w50_minimizers.hll,5480.39,2858.46,5480.39,0,0
GCA_050770015.1_ASM5077001v1_genomic_k31_w50_minimizers.hll,5480.39,2845.37,5480.39,0,0
GCA_032744255.1_ASM3274425v1_genomic_k31_w50_minimizers.hll,5480.39,2864.42,5483.19,2.79471,0.000975665
GCA_023747375.1_PDT001323944.1_genomic_k31_w50_minimizers.hll,5480.39,2800.23,5480.39,0,0
GCA_000799205.1_ASM79920v1_genomic_k31_w50_minimizers.hll,5480.39,2809.72,5484.59,4.19225,0.00149205
GCA_050770295.1_ASM5077029v1_genomic_k31_w50_minimizers.hll,5480.39,2782.44,5481.79,1.3973,0.000502184
GCA_013186715.1_ASM1318671v1_genomic_k31_w50_minimizers.hll,5480.39,2801.41,5485.98,5.5899,0.00199539
GCA_027266975.1_PDT001543733.1_genomic_k31_w50_minimizers.hll,5480.39,2875.14,5481.79,1.3973,0.000485992
GCA_036709955.1_ASM3670995v1_genomic_k31_w50_minimizers.hll,5480.39,2832.29,5480.39,0,0
GCA_036953985.1_ASM3695398v1_genomic_k31_w50_minimizers.hll,5480.39,2841.8,5485.98,5.5899,0.00196703
GCA_001022955.1_ASM102295v1_genomic_k31_w50_minimizers.hll,5480.39,2815.66,5480.39,0,0
GCA_032281185.1_PDT001702064.1_genomic_k31_w50_minimizers.hll,5480.39,2837.05,5480.39,0,0
GCA_964208885.1_FFSG_17.1_genomic_k31_w50_minimizers.hll,5480.39,2810.91,5487.38,6.98767,0.00248591
GCA_025926755.1_PDT001471703.1_genomic_k31_w50_minimizers.hll,5480.39,2827.54,5480.39,0,0
GCA_016403185.1_ASM1640318v1_genomic_k31_w50_minimizers.hll,5480.39,2804.97,5481.79,1.3973,0.00049815
GCA_030874065.1_PDT001701744.1_genomic_k31_w50_minimizers.hll,5480.39,2800.23,5480.39,0,0
GCA_964208895.1_FFSG_11-B-Q20.1_genomic_k31_w50_minimizers.hll,5480.39,2810.91,5487.38,6.98767,0.00248591
GCA_028622135.1_ASM2862213v1_genomic_k31_w50_minimizers.hll,5480.39,2834.67,5480.39,0,0
GCA_049859025.1_PDT002727845.1_genomic_k31_w50_minimizers.hll,5480.39,2772.96,5480.39,0,0
GCA_004011455.2_ASM401145v2_genomic_k31_w50_minimizers.hll,5480.39,2873.95,5480.39,0,0
GCA_025536595.1_ASM2553659v1_genomic_k31_w50_minimizers.hll,5480.39,2858.46,5490.18,9.78358,0.00342267
GCA_050717775.1_PDT002792887.1_genomic_k31_w50_minimizers.hll,5480.39,2821.6,5481.79,1.3973,0.000495215
GCA_023154075.1_ASM2315407v1_genomic_k31_w50_minimizers.hll,5480.39,2787.18,5480.39,0,0
GCA_048772685.1_PDT002669215.1_genomic_k31_w50_minimizers.hll,5480.39,2831.1,5480.39,0,0
GCA_032515425.1_ASM3251542v1_genomic_k31_w50_minimizers.hll,5480.39,2904.96,5596.78,116.383,0.0400635
GCA_017151305.1_ASM1715130v1_genomic_k31_w50_minimizers.hll,5480.39,2859.65,5480.39,0,0
GCA_037148835.1_ASM3714883v1_genomic_k31_w50_minimizers.hll,5480.39,2834.67,5480.39,0,0
GCA_001276465.1_ASM127646v1_genomic_k31_w50_minimizers.hll,5480.39,2842.99,5480.39,0,0
GCA_018596525.1_ASM1859652v1_genomic_k31_w50_minimizers.hll,5480.39,2815.66,5480.39,0,0
GCA_053220365.1_ASM5322036v1_genomic_k31_w50_minimizers.hll,5480.39,2782.44,5480.39,0,0
GCA_034677925.1_PDT001704619.1_genomic_k31_w50_minimizers.hll,5480.39,2819.22,5480.39,0,0
GCA_025482875.1_ASM2548287v1_genomic_k31_w50_minimizers.hll,5480.39,2816.84,5481.79,1.3973,0.00049605
GCA_034106465.1_ASM3410646v1_genomic_k31_w50_minimizers.hll,5480.39,2783.63,5480.39,0,0
GCA_900180435.1_Enterobacter_muelleri_JM-458T.fasta_genomic_k31_w50_minimizers.hll,5480.39,2819.22,5481.79,1.3973,0.000495632
GCA_008641005.1_ASM864100v1_genomic_k31_w50_minimizers.hll,5480.39,2823.97,5481.79,1.3973,0.000494798
GCA_053643055.1_ASM5364305v1_genomic_k31_w50_minimizers.hll,5480.39,2835.86,5481.79,1.3973,0.000492725
GCA_025212595.1_PDT001416964.1_genomic_k31_w50_minimizers.hll,5480.39,2853.7,5480.39,0,0
GCA_050000155.1_PDT002076764.2_genomic_k31_w50_minimizers.hll,5480.39,2818.03,5481.79,1.3973,0.000495841
GCA_003965575.1_ASM396557v1_genomic_k31_w50_minimizers.hll,5480.39,2810.91,5480.39,0,0
GCA_024451265.1_ASM2445126v1_genomic_k31_w50_minimizers.hll,5480.39,2808.53,5480.39,0,0
GCA_053364735.1_ASM5336473v1_genomic_k31_w50_minimizers.hll,5480.39,2827.54,5481.79,1.3973,0.000494175
GCA_027267235.1_PDT001543702.1_genomic_k31_w50_minimizers.hll,5480.39,2801.41,5480.39,0,0
GCA_049745235.1_PDT002721080.1_genomic_k31_w50_minimizers.hll,5480.39,2846.56,5480.39,0,0
GCA_900077725.1_11983_7_11_genomic_k31_w50_minimizers.hll,5480.39,2903.77,5525.17,44.7727,0.0154188
GCA_015685515.2_PDT000094015.3_genomic_k31_w50_minimizers.hll,5480.39,2826.35,5480.39,0,0
GCA_022544375.1_ASM2254437v1_genomic_k31_w50_minimizers.hll,5480.39,2979.16,5518.16,37.7689,0.0126777
GCA_003534165.1_ASM353416v1_genomic_k31_w50_minimizers.hll,5480.39,3011.57,5692.75,212.353,0.0705123
GCA_030542195.1_ASM3054219v1_genomic_k31_w50_minimizers.hll,5480.39,2854.89,5491.57,11.1817,0.00391668
GCA_025213375.1_PDT001417032.1_genomic_k31_w50_minimizers.hll,5480.39,2844.18,5481.79,1.3973,0.000491282
GCA_032746395.1_ASM3274639v1_genomic_k31_w50_minimizers.hll,5480.39,2867.99,5484.59,4.19225,0.00146174
GCA_025926215.1_PDT001471684.1_genomic_k31_w50_minimizers.hll,5480.39,2834.67,5480.39,0,0
GCA_027267135.1_PDT001543711.1_genomic_k31_w50_minimizers.hll,5480.39,2786,5480.39,0,0
GCA_050898915.1_PDT002802614.1_genomic_k31_w50_minimizers.hll,5480.39,2791.92,5481.79,1.3973,0.000500478
GCA_031385605.1_PDT001810324.1_genomic_k31_w50_minimizers.hll,5480.39,2810.91,5480.39,0,0
GCA_049726765.1_ASM4972676v1_genomic_k31_w50_minimizers.hll,5480.39,2806.16,5480.39,0,0
GCA_030820895.1_PDT001702769.1_genomic_k31_w50_minimizers.hll,5480.39,2799.04,5480.39,0,0
GCA_032470365.1_ASM3247036v1_genomic_k31_w50_minimizers.hll,5480.39,2780.07,5480.39,0,0
GCA_031576975.1_PDT001702778.1_genomic_k31_w50_minimizers.hll,5480.39,2858.46,5485.98,5.5899,0.00195556
GCA_017169075.1_ASM1716907v1_genomic_k31_w50_minimizers.hll,5480.39,2762.31,5480.39,0,0
GCA_004011475.2_ASM401147v2_genomic_k31_w50_minimizers.hll,5480.39,2875.14,5480.39,0,0
GCA_049770655.1_PDT002720674.1_genomic_k31_w50_minimizers.hll,5480.39,2850.13,5481.79,1.3973,0.000490257
GCA_053354735.1_PDT002975051.1_genomic_k31_w50_minimizers.hll,5480.39,2829.91,5480.39,0,0
GCA_001022095.1_ASM102209v1_genomic_k31_w50_minimizers.hll,5480.39,2844.18,5480.39,0,0
GCA_022543885.1_ASM2254388v1_genomic_k31_w50_minimizers.hll,5480.39,3085.05,5575.68,95.2887,0.0308873
