sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_026310395.1_PDT001494599.1_genomic_k31_w50_minimizers.hll,8376.7,2828.72,8378.37,1.6675,0.000589487
GCA_965643165.1_25-4452_genomic_k31_w50_minimizers.hll,8376.7,2809.72,8376.7,0,0
GCA_050763695.1_PDT002793546.1_genomic_k31_w50_minimizers.hll,8376.7,2853.7,8376.7,0,0
GCA_030879705.1_PDT001701362.1_genomic_k31_w50_minimizers.hll,8376.7,2834.67,8376.7,0,0
GCA_033031475.1_ASM3303147v1_genomic_k31_w50_minimizers.hll,8376.7,2828.72,8383.37,6.67101,0.00235831
GCA_001076295.1_ASM107629v1_genomic_k31_w50_minimizers.hll,8376.7,2841.8,8385.04,8.33919,0.00293447
GCA_021067925.1_PDT001196854.1_genomic_k31_w50_minimizers.hll,8376.7,2832.29,8376.7,0,0
GCA_018036445.1_PDT000893417.1_genomic_k31_w50_minimizers.hll,8376.7,2825.16,8376.7,0,0
GCA_033486695.1_ASM3348669v1_genomic_k31_w50_minimizers.hll,8376.7,2845.37,8376.7,0,0
GCA_023096325.1_ASM2309632v1_genomic_k31_w50_minimizers.hll,8376.7,2787.18,8376.7,0,0
GCA_050158175.1_ASM5015817v1_genomic_k31_w50_minimizers.hll,8376.7,2845.37,8376.7,0,0
GCA_053227925.1_PDT002964917.1_genomic_k31_w50_minimizers.hll,8376.7,2803.79,8376.7,0,0
GCA_034107185.1_ASM3410718v1_genomic_k31_w50_minimizers.hll,8376.7,2821.6,8378.37,1.6675,0.000590977
GCA_023753325.1_ASM2375332v1_genomic_k31_w50_minimizers.hll,8376.7,2873.95,8380.04,3.33517,0.00116048
GCA_051368965.1_PDT002835696.1_genomic_k31_w50_minimizers.hll,8376.7,2829.91,8376.7,0,0
GCA_049860905.1_PDT002727866.1_genomic_k31_w50_minimizers.hll,8376.7,2775.33,8376.7,0,0
GCA_030444535.1_ASM3044453v1_genomic_k31_w50_minimizers.hll,8376.7,2853.7,8376.7,0,0
GCA_031851415.1_ASM3185141v1_genomic_k31_w50_minimizers.hll,8376.7,2787.18,8376.7,0,0
GCA_051412555.1_ASM5141255v1_genomic_k31_w50_minimizers.hll,8376.7,2829.91,8380.04,3.33517,0.00117854
GCA_052237435.1_PDT002896099.1_genomic_k31_w50_minimizers.hll,8376.7,2804.97,8376.7,0,0
GCA_023151615.1_ASM2315161v1_genomic_k31_w50_minimizers.hll,8376.7,2802.6,8376.7,0,0
GCA_001521715.1_ASM152171v1_genomic_k31_w50_minimizers.hll,8376.7,2795.48,8376.7,0,0
GCA_003986715.1_ASM398671v1_genomic_k31_w50_minimizers.hll,8376.7,2800.23,8376.7,0,0
GCA_018599065.1_ASM1859906v1_genomic_k31_w50_minimizers.hll,8376.7,2791.92,8376.7,0,0
GCA_015701065.1_ASM1570106v1_genomic_k31_w50_minimizers.hll,8376.7,2801.41,8378.37,1.6675,0.000595235
GCA_025209555.1_PDT001417007.1_genomic_k31_w50_minimizers.hll,8376.7,2801.41,8376.7,0,0
GCA_905209175.1_ERR1600694-mag-bin.18_genomic_k31_w50_minimizers.hll,8376.7,2716.21,8378.37,1.6675,0.000613906
GCA_051329425.1_PDT002832364.1_genomic_k31_w50_minimizers.hll,8376.7,2827.54,8376.7,0,0
GCA_001060045.1_ASM106004v1_genomic_k31_w50_minimizers.hll,8376.7,2853.7,8376.7,0,0
GCA_050280825.1_ASM5028082v1_genomic_k31_w50_minimizers.hll,8376.7,2827.54,8378.37,1.6675,0.000589735
GCA_032564415.1_ASM3256441v1_genomic_k31_w50_minimizers.hll,8376.7,2819.22,8376.7,0,0
GCA_037148895.1_ASM3714889v1_genomic_k31_w50_minimizers.hll,8376.7,2838.24,8376.7,0,0
GCA_052569525.1_ASM5256952v1_genomic_k31_w50_minimizers.hll,8376.7,2850.13,8376.7,0,0
GCA_964208905.1_FFSG_66-B.2_genomic_k31_w50_minimizers.hll,8376.7,2826.35,8376.7,0,0
GCA_050773225.1_ASM5077322v1_genomic_k31_w50_minimizers.hll,8376.7,2827.54,8376.7,0,0
GCA_027889515.1_ASM2788951v1_genomic_k31_w50_minimizers.hll,8376.7,2877.52,8400.06,23.3604,0.00811824
GCA_023752025.1_ASM2375202v1_genomic_k31_w50_minimizers.hll,8376.7,2856.08,8385.04,8.33919,0.0029198
GCA_048772545.1_PDT002669222.1_genomic_k31_w50_minimizers.hll,8376.7,2828.72,8376.7,0,0
GCA_020709995.1_ASM2070999v1_genomic_k31_w50_minimizers.hll,8376.7,2810.91,8376.7,0,0
