sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_002096575.1_ASM209657v1_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_003942385.1_ASM394238v1_genomic_k31_w50_minimizers.hll,122099,2803.79,122391,292.16,0.104202
GCA_946189595.1_B169_S87_genomic_k31_w50_minimizers.hll,122099,2487.65,122099,0,0
GCA_051024415.1_ASM5102441v1_genomic_k31_w50_minimizers.hll,122099,2507.45,122099,0.148044,5.90417e-05
GCA_040888325.1_ASM4088832v1_genomic_k31_w50_minimizers.hll,122099,2515.61,122099,0,0
GCA_020560885.1_ASM2056088v1_genomic_k31_w50_minimizers.hll,122099,2516.77,122099,0,0
GCA_943736975.1_PRJEB52554_genomic_k31_w50_minimizers.hll,122099,2465.55,122099,0.0749031,3.03799e-05
GCA_036576415.1_ASM3657641v1_genomic_k31_w50_minimizers.hll,122099,2507.45,122099,0,0
GCA_000192185.1_ASM19218v1_genomic_k31_w50_minimizers.hll,122099,2531.94,122104,4.21117,0.00166322
GCA_047241745.1_ASM4724174v1_genomic_k31_w50_minimizers.hll,122099,2540.11,122099,0,0
GCA_963522615.1_ERR9968878_bin.10_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,122099,2421.44,122099,0,0
GCA_018383055.1_ASM1838305v1_genomic_k31_w50_minimizers.hll,122099,2462.06,122099,0,0
GCA_003943675.1_ASM394367v1_genomic_k31_w50_minimizers.hll,122099,2523.77,122150,50.5532,0.0200308
GCA_000284575.1_ASM28457v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_001835915.1_ASM183591v1_genomic_k31_w50_minimizers.hll,122099,2491.14,122099,0,0
GCA_041081655.1_ASM4108165v1_genomic_k31_w50_minimizers.hll,122099,2564.65,122099,0,0
GCA_048467935.1_ASM4846793v1_genomic_k31_w50_minimizers.hll,122099,2377.44,122099,0,0
GCA_977064045.1_SAT879_genomic_k31_w50_minimizers.hll,122099,2549.46,122101,1.80475,0.000707896
GCA_003542835.1_ASM354283v1_genomic_k31_w50_minimizers.hll,122099,2433.03,122108,8.42262,0.00346178
GCA_032107345.1_ASM3210734v1_genomic_k31_w50_minimizers.hll,122099,2441.16,122099,0,0
GCA_050846325.1_ASM5084632v1_genomic_k31_w50_minimizers.hll,122099,2493.47,122147,47.8439,0.0191877
GCA_001071805.1_ASM107180v1_genomic_k31_w50_minimizers.hll,122099,2551.79,122099,0,0
GCA_041807825.1_ASM4180782v1_genomic_k31_w50_minimizers.hll,122099,2611.5,122141,41.8237,0.0160152
GCA_053206885.1_ASM5320688v1_genomic_k31_w50_minimizers.hll,122099,2480.67,122099,0,0
GCA_047502475.1_ASM4750247v1_genomic_k31_w50_minimizers.hll,122099,2477.18,122099,0,0
GCA_002096915.1_ASM209691v1_genomic_k31_w50_minimizers.hll,122099,2502.79,122099,0,0
GCA_004114735.1_ASM411473v1_genomic_k31_w50_minimizers.hll,122099,2445.8,122099,0,0
GCA_003674995.1_ASM367499v1_genomic_k31_w50_minimizers.hll,122099,2474.85,122099,0,0
GCA_030582735.1_ASM3058273v1_genomic_k31_w50_minimizers.hll,122099,2471.36,122099,0,0
GCA_000339835.1_ASM33983v1_genomic_k31_w50_minimizers.hll,122099,2472.52,122099,0,0
GCA_023060875.1_ASM2306087v1_genomic_k31_w50_minimizers.hll,122099,2442.32,122099,0,0
GCA_946224845.1_U10_genomic_k31_w50_minimizers.hll,122099,2478.34,122099,0,0
GCA_047464295.1_ASM4746429v1_genomic_k31_w50_minimizers.hll,122099,2469.04,122099,0,0
GCA_977063835.1_SAT843_genomic_k31_w50_minimizers.hll,122099,2500.46,122099,0,0
GCA_052077995.1_ASM5207799v1_genomic_k31_w50_minimizers.hll,122099,2387.85,122099,0,0
GCA_008726875.1_ASM872687v1_genomic_k31_w50_minimizers.hll,122099,2462.06,122099,0,0
GCA_000257825.1_ASM25782v1_genomic_k31_w50_minimizers.hll,122099,2488.81,122099,0,0
GCA_032477815.1_ASM3247781v1_genomic_k31_w50_minimizers.hll,122099,2487.65,122099,0,0
GCA_000524375.1_SspACC21v1.0_genomic_k31_w50_minimizers.hll,122099,2451.61,122099,0,0
GCA_023061935.1_ASM2306193v1_genomic_k31_w50_minimizers.hll,122099,2458.58,122099,0,0
GCA_052110585.1_ASM5211058v1_genomic_k31_w50_minimizers.hll,122099,2353.18,122157,57.7785,0.0245533
GCA_021531925.1_ASM2153192v1_genomic_k31_w50_minimizers.hll,122099,2445.8,122099,0,0
GCA_022737755.1_ASM2273775v1_genomic_k31_w50_minimizers.hll,122099,2400.58,122099,0,0
GCA_033803505.1_ASM3380350v1_genomic_k31_w50_minimizers.hll,122099,2462.06,122099,0,0
GCA_903891195.1_Streptococcus_thermophilus_CIRM_1122_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_041699315.1_ASM4169931v1_genomic_k31_w50_minimizers.hll,122099,2472.52,122099,0,0
GCA_937949065.1_ERR2619760_bin.108_CONCOCT_v1.1_MAG_genomic_k31_w50_minimizers.hll,122099,2358.96,122099,0.000587475,2.4904e-07
GCA_016648735.1_ASM1664873v1_genomic_k31_w50_minimizers.hll,122099,2501.62,122099,0,0
GCA_004570575.1_ASM457057v1_genomic_k31_w50_minimizers.hll,122099,2575.18,122104,4.81278,0.00186891
GCA_032069265.1_ASM3206926v1_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_012838845.1_ASM1283884v1_genomic_k31_w50_minimizers.hll,122099,2389.01,122099,0,0
GCA_005890385.1_ASM589038v1_genomic_k31_w50_minimizers.hll,122099,2515.61,122099,0.00352485,1.40119e-06
GCA_009731175.1_ASM973117v1_genomic_k31_w50_minimizers.hll,122099,2599.77,122119,19.2534,0.00740581
GCA_000714445.1_De_Novo_Assembly_genomic_k31_w50_minimizers.hll,122099,2534.27,122099,0,0
GCA_946224155.1_B57_genomic_k31_w50_minimizers.hll,122099,2452.77,122099,0,0
GCA_012642365.1_ASM1264236v1_genomic_k31_w50_minimizers.hll,122099,2506.28,122099,0,0
GCA_000448625.1_HSISB1_1.0_genomic_k31_w50_minimizers.hll,122099,2528.44,122128,28.8824,0.011423
GCA_015700305.1_ASM1570030v1_genomic_k31_w50_minimizers.hll,122099,2493.47,122099,0,0
GCA_946222645.1_mhVIsooGih_bin.65.MAG_genomic_k31_w50_minimizers.hll,122099,2222.1,122099,0,0
GCA_001546795.1_ASM154679v1_genomic_k31_w50_minimizers.hll,122099,2557.64,122150,50.5532,0.0197656
GCA_020530985.1_ASM2053098v1_genomic_k31_w50_minimizers.hll,122099,2479.5,122099,0,0
GCA_047463935.1_ASM4746393v1_genomic_k31_w50_minimizers.hll,122099,2533.11,122099,0,0
GCA_039841675.1_ASM3984167v1_genomic_k31_w50_minimizers.hll,122099,2513.28,122099,0,0
GCA_047785905.1_ASM4778590v1_genomic_k31_w50_minimizers.hll,122099,2496.96,122101,2.10555,0.000843243
GCA_015235155.1_ASM1523515v1_genomic_k31_w50_minimizers.hll,122099,2575.18,122104,4.81278,0.00186891
GCA_032387735.1_ASM3238773v1_genomic_k31_w50_minimizers.hll,122099,2563.48,122099,0,0
GCA_946189635.1_B3_S25_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_902167825.1_Streptococcus_salivarius_SS_Bg39_genomic_k31_w50_minimizers.hll,122099,2486.48,122099,0.0187992,7.56055e-06
GCA_946186585.1_B100_S21_genomic_k31_w50_minimizers.hll,122099,2498.13,122099,0,0
GCA_001074155.1_ASM107415v1_genomic_k31_w50_minimizers.hll,122099,2450.44,122099,0,0
GCA_020529745.1_ASM2052974v1_genomic_k31_w50_minimizers.hll,122099,2423.76,122099,0,0
GCA_013277555.1_ASM1327755v1_genomic_k31_w50_minimizers.hll,122099,2452.77,122099,0,0
GCA_047459835.1_ASM4745983v1_genomic_k31_w50_minimizers.hll,122099,2523.77,122099,0,0
GCA_000702105.1_ASM70210v1_genomic_k31_w50_minimizers.hll,122099,2450.44,122104,4.81278,0.00196405
GCA_000826225.1_HC-2909-2_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_053206805.1_ASM5320680v1_genomic_k31_w50_minimizers.hll,122099,2466.71,122099,0,0
GCA_044430765.1_ASM4443076v1_genomic_k31_w50_minimizers.hll,122099,2464.39,122099,0,0
GCA_046036935.1_ASM4603693v1_genomic_k31_w50_minimizers.hll,122099,2484.16,122099,0,0
GCA_016648915.1_ASM1664891v1_genomic_k31_w50_minimizers.hll,122099,2543.61,122099,0,0
GCA_048184875.1_ASM4818487v1_genomic_k31_w50_minimizers.hll,122099,2404.06,122100,0.300788,0.000125117
GCA_000377005.1_ASM37700v1_genomic_k31_w50_minimizers.hll,122099,2474.85,122099,0.023499,9.49512e-06
GCA_012641605.1_ASM1264160v1_genomic_k31_w50_minimizers.hll,122099,2502.79,122099,0,0
GCA_905373035.1_SRR9217449-mag-bin.1_genomic_k31_w50_minimizers.hll,122099,2408.69,122099,0,0
GCA_041514265.1_ASM4151426v1_genomic_k31_w50_minimizers.hll,122099,2441.16,122099,0,0
GCA_019300515.1_ASM1930051v1_genomic_k31_w50_minimizers.hll,122099,2397.11,122099,0,0
GCA_050846475.1_ASM5084647v1_genomic_k31_w50_minimizers.hll,122099,2476.01,122099,0,0
GCA_000227825.2_SMUT1-NEX_3-16_genomic_k31_w50_minimizers.hll,122099,2450.44,122099,0,0
GCA_036234095.1_ASM3623409v1_genomic_k31_w50_minimizers.hll,122099,2466.71,122099,0,0
GCA_965275805.1_SGG44_genomic_k31_w50_minimizers.hll,122099,2505.12,122099,0,0
GCA_040545265.1_ASM4054526v1_genomic_k31_w50_minimizers.hll,122099,2465.55,122099,0,0
GCA_032379495.1_ASM3237949v1_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_026161245.1_ASM2616124v1_genomic_k31_w50_minimizers.hll,122099,2479.5,122099,0,0
GCA_025909025.1_ASM2590902v1_genomic_k31_w50_minimizers.hll,122099,2514.44,122099,0,0
GCA_020530225.1_ASM2053022v1_genomic_k31_w50_minimizers.hll,122099,2458.58,122099,0,0
GCA_000234015.1_Stre_inte_F0395_V1_genomic_k31_w50_minimizers.hll,122099,2515.61,122107,7.22049,0.00287028
GCA_032582435.1_ASM3258243v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_008121855.1_SDES5005_genomic_k31_w50_minimizers.hll,122099,2479.5,122099,0,0
GCA_965241885.1_SRR25048769_concoct_31_genomic_k31_w50_minimizers.hll,122099,2503.95,122099,0,0
GCA_048892565.1_ASM4889256v1_genomic_k31_w50_minimizers.hll,122099,2534.27,122099,0,0
GCA_036302885.1_ASM3630288v1_genomic_k31_w50_minimizers.hll,122099,2436.51,122099,0,0
GCA_963520345.1_ERR9969111_bin.18_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,122099,2565.82,122099,0,0
GCA_042854115.1_ASM4285411v1_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_946190175.1_U63_S79_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_009496835.1_ASM949683v1_genomic_k31_w50_minimizers.hll,122099,2495.8,122099,0,0
GCA_903932585.1_Ssal_L50_V4_genomic_k31_w50_minimizers.hll,122099,2612.67,122129,29.9357,0.0114579
GCA_901543995.1_42880_D01_genomic_k31_w50_minimizers.hll,122099,2508.61,122099,0,0
GCA_002860945.1_ASM286094v1_genomic_k31_w50_minimizers.hll,122099,2485.32,122109,9.62595,0.00387312
GCA_047463475.1_ASM4746347v1_genomic_k31_w50_minimizers.hll,122099,2493.47,122099,0,0
GCA_003943705.1_ASM394370v1_genomic_k31_w50_minimizers.hll,122099,3069.36,122814,714.77,0.232872
GCA_977001755.1_SRR31188356_binner13_Refined_13_genomic_k31_w50_minimizers.hll,122099,2297.86,122099,0,0
GCA_009496255.1_ASM949625v1_genomic_k31_w50_minimizers.hll,122099,2519.11,122099,0,0
GCA_013276625.1_ASM1327662v1_genomic_k31_w50_minimizers.hll,122099,2570.5,122113,13.2361,0.00514922
GCA_047229865.1_ASM4722986v1_genomic_k31_w50_minimizers.hll,122099,2440,122099,0,0
GCA_048247195.1_ASM4824719v1_genomic_k31_w50_minimizers.hll,122099,2458.58,122099,0,0
GCA_035436025.1_ASM3543602v1_genomic_k31_w50_minimizers.hll,122099,2712.67,122478,378.205,0.139422
GCA_949478695.1_extra-SRR5574481.72_1677764776_genomic_k31_w50_minimizers.hll,122099,2254.2,122099,0,0
GCA_025187645.1_ASM2518764v1_genomic_k31_w50_minimizers.hll,122099,2438.83,122099,0,0
GCA_014334035.1_ASM1433403v1_genomic_k31_w50_minimizers.hll,122099,2451.61,122099,0,0
GCA_977063915.1_SAT849_genomic_k31_w50_minimizers.hll,122099,2536.61,122099,0,0
GCA_976991885.1_SRR29249435_concoct_16_genomic_k31_w50_minimizers.hll,122099,2519.11,122099,0,0
GCA_016028255.1_ASM1602825v1_genomic_k31_w50_minimizers.hll,122099,2446.96,122099,0,0
GCA_901542445.1_42017_C01_genomic_k31_w50_minimizers.hll,122099,2429.55,122099,0,0
GCA_053205385.1_ASM5320538v1_genomic_k31_w50_minimizers.hll,122099,2547.12,122099,0,0
GCA_021297295.1_ASM2129729v1_genomic_k31_w50_minimizers.hll,122099,2595.09,122104,4.81278,0.00185458
GCA_040226635.1_ASM4022663v1_genomic_k31_w50_minimizers.hll,122099,2443.48,122099,0,0
GCA_011379745.1_ASM1137974v1_genomic_k31_w50_minimizers.hll,122099,2495.8,122099,0,0
GCA_046961275.1_ASM4696127v1_genomic_k31_w50_minimizers.hll,122099,2489.98,122102,2.40634,0.000966413
GCA_032583735.1_ASM3258373v1_genomic_k31_w50_minimizers.hll,122099,2444.64,122099,0,0
GCA_009738205.1_ASM973820v1_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_003454475.1_ASM345447v1_genomic_k31_w50_minimizers.hll,122099,2452.77,122100,0.601577,0.000245265
GCA_002096525.1_ASM209652v1_genomic_k31_w50_minimizers.hll,122099,2444.64,122099,0,0
GCA_023062565.1_ASM2306256v1_genomic_k31_w50_minimizers.hll,122099,2484.16,122099,0.131595,5.29735e-05
GCA_023110235.1_ASM2311023v1_genomic_k31_w50_minimizers.hll,122099,2469.04,122099,0,0
GCA_963529205.1_ERR9969205_bin.25_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,122099,2449.28,122099,0,0
GCA_012642105.1_ASM1264210v1_genomic_k31_w50_minimizers.hll,122099,2478.34,122099,0,0
GCA_027723645.1_ASM2772364v1_genomic_k31_w50_minimizers.hll,122099,2440,122099,0,0
GCA_002096895.1_ASM209689v1_genomic_k31_w50_minimizers.hll,122099,2456.25,122099,0,0
GCA_016648925.1_ASM1664892v1_genomic_k31_w50_minimizers.hll,122099,2485.32,122101,1.95515,0.000786678
GCA_902167585.1_Streptococcus_thermophilus_BgEED37_mod2_genomic_k31_w50_minimizers.hll,122099,2541.28,122099,0,0
GCA_039059885.1_ASM3905988v1_genomic_k31_w50_minimizers.hll,122099,2589.23,122205,105.969,0.0409269
GCA_041431675.1_ASM4143167v1_genomic_k31_w50_minimizers.hll,122099,2578.69,122099,0,0
GCA_013267515.1_ASM1326751v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_019218685.1_ASM1921868v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_028325655.1_ASM2832565v1_genomic_k31_w50_minimizers.hll,122099,2520.27,122099,0,0
GCA_026783405.1_ASM2678340v1_genomic_k31_w50_minimizers.hll,122099,2514.44,122140,40.6549,0.0161686
GCA_000228545.2_SMUT4-NEX_6-118_genomic_k31_w50_minimizers.hll,122099,2464.39,122099,0,0
GCA_902167605.1_Streptococcus_gallolyticus_BgPS.064.S07_mod2_genomic_k31_w50_minimizers.hll,122099,2436.51,122099,0,0
GCA_946223455.1_125U_genomic_k31_w50_minimizers.hll,122099,2463.22,122099,0,0
GCA_003674475.1_ASM367447v1_genomic_k31_w50_minimizers.hll,122099,2479.5,122099,0,0
GCA_003674505.1_ASM367450v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_959025985.1_ERR10149256_bin.3_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,122099,2471.36,122099,0,0
GCA_047464945.1_ASM4746494v1_genomic_k31_w50_minimizers.hll,122099,2457.41,122099,0,0
GCA_047465185.1_ASM4746518v1_genomic_k31_w50_minimizers.hll,122099,2426.07,122099,0,0
GCA_026782665.1_ASM2678266v1_genomic_k31_w50_minimizers.hll,122099,2484.16,122099,0,0
GCA_963456725.1_SRR11085295_bin.5_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,122099,2201.5,122099,0,0
GCA_027661065.1_ASM2766106v1_genomic_k31_w50_minimizers.hll,122099,2528.44,122099,0,0
GCA_044427205.1_ASM4442720v1_genomic_k31_w50_minimizers.hll,122099,2512.11,122135,36.1051,0.0143724
GCA_016908655.1_ASM1690865v1_genomic_k31_w50_minimizers.hll,122099,2496.96,122099,0,0
GCA_018530985.1_ASM1853098v1_genomic_k31_w50_minimizers.hll,122099,2415.64,122099,0,0
GCA_036987115.1_ASM3698711v1_genomic_k31_w50_minimizers.hll,122099,2575.18,122099,0,0
GCA_000257865.1_ASM25786v1_genomic_k31_w50_minimizers.hll,122099,2467.87,122099,0,0
GCA_001808575.1_ASM180857v1_genomic_k31_w50_minimizers.hll,122099,2524.94,122133,33.6975,0.0133459
GCA_946224735.1_U117_genomic_k31_w50_minimizers.hll,122099,2481.83,122099,0,0
GCA_902364305.1_MGYG-HGUT-00199_genomic_k31_w50_minimizers.hll,122099,2478.34,122099,0,0
GCA_900475065.1_42545_C02_genomic_k31_w50_minimizers.hll,122099,2426.07,122099,0,0
GCA_946189965.1_B60_S78_genomic_k31_w50_minimizers.hll,122099,2443.48,122099,0,0
GCA_001984745.1_ASM198474v1_genomic_k31_w50_minimizers.hll,122099,2519.11,122099,0,0
GCA_023504215.1_ASM2350421v1_genomic_k31_w50_minimizers.hll,122099,2445.8,122099,0,0
GCA_946223595.1_52P_genomic_k31_w50_minimizers.hll,122099,2495.8,122099,0,0
GCA_946183265.1_1P_S1_genomic_k31_w50_minimizers.hll,122099,2500.46,122099,0,0
GCA_029234045.1_ASM2923404v1_genomic_k31_w50_minimizers.hll,122099,2521.44,122099,0,0
GCA_000959895.1_ASM95989v1_genomic_k31_w50_minimizers.hll,122099,2464.39,122099,0,0
GCA_040924125.1_ASM4092412v1_genomic_k31_w50_minimizers.hll,122099,2574.01,122150,51.1552,0.0198738
GCA_001808705.1_ASM180870v1_genomic_k31_w50_minimizers.hll,122099,2615.01,122238,138.521,0.0529713
GCA_003674825.1_ASM367482v1_genomic_k31_w50_minimizers.hll,122099,2470.2,122099,0,0
GCA_019930045.1_ASM1993004v1_genomic_k31_w50_minimizers.hll,122099,2488.81,122099,0,0
GCA_033023095.1_ASM3302309v1_genomic_k31_w50_minimizers.hll,122099,2476.01,122099,0,0
GCA_000963285.1_ASM96328v1_genomic_k31_w50_minimizers.hll,122099,2487.65,122099,0,0
GCA_025187495.1_ASM2518749v1_genomic_k31_w50_minimizers.hll,122099,2434.19,122099,0,0
GCA_003944135.1_ASM394413v1_genomic_k31_w50_minimizers.hll,122099,2638.49,122206,107.174,0.0406195
GCA_018499615.1_ASM1849961v1_genomic_k31_w50_minimizers.hll,122099,2416.8,122099,0,0
GCA_000963275.1_ASM96327v1_genomic_k31_w50_minimizers.hll,122099,2473.69,122099,0,0
GCA_041431915.1_ASM4143191v1_genomic_k31_w50_minimizers.hll,122099,2482.99,122099,0,0
GCA_000448645.1_HSISS1_1.0_genomic_k31_w50_minimizers.hll,122099,2551.79,122177,77.8783,0.0305191
GCA_023927045.1_ASM2392704v1_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_011379825.1_ASM1137982v1_genomic_k31_w50_minimizers.hll,122099,2502.79,122099,0,0
GCA_024294665.1_ASM2429466v1_genomic_k31_w50_minimizers.hll,122099,2505.12,122099,0,0
GCA_946188415.1_U114_S96_genomic_k31_w50_minimizers.hll,122099,2453.93,122099,0,0
GCA_026160765.1_ASM2616076v1_genomic_k31_w50_minimizers.hll,122099,2443.48,122099,0,0
GCA_052695185.1_ASM5269518v1_genomic_k31_w50_minimizers.hll,122099,2510.94,122151,51.8984,0.0206689
GCA_021296895.1_ASM2129689v1_genomic_k31_w50_minimizers.hll,122099,2578.69,122104,4.81278,0.00186637
GCA_019450035.1_ASM1945003v1_genomic_k31_w50_minimizers.hll,122099,2442.32,122099,0,0
GCA_013415205.1_ASM1341520v1_genomic_k31_w50_minimizers.hll,122099,2368.2,122099,0,0
GCA_050576955.1_ASM5057695v1_genomic_k31_w50_minimizers.hll,122099,2507.45,122099,0,0
GCA_051398905.1_ASM5139890v1_genomic_k31_w50_minimizers.hll,122099,2493.47,122099,0,0
GCA_000430345.1_Smit.str18_56_v1.0_genomic_k31_w50_minimizers.hll,122099,2477.18,122099,0.037525,1.51483e-05
GCA_046975465.1_ASM4697546v1_genomic_k31_w50_minimizers.hll,122099,2398.27,122099,0,0
GCA_020529705.1_ASM2052970v1_genomic_k31_w50_minimizers.hll,122099,2500.46,122099,0,0
