sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_022786805.1_ASM2278680v1_genomic_k31_w50_minimizers.hll,91752.2,2562.31,91752.2,0.00995216,3.88405e-06
GCA_013277565.1_ASM1327756v1_genomic_k31_w50_minimizers.hll,91752.2,2476.01,91806.3,54.0442,0.0218271
GCA_000723985.1_SGAL_genomic_k31_w50_minimizers.hll,91752.2,2578.69,91770.6,18.3475,0.00711504
GCA_000975325.1_ASM97532v1_genomic_k31_w50_minimizers.hll,91752.2,2438.83,91752.2,0,0
GCA_025908775.1_ASM2590877v1_genomic_k31_w50_minimizers.hll,91752.2,2476.01,91752.2,0,0
GCA_032616875.1_ASM3261687v1_genomic_k31_w50_minimizers.hll,91752.2,2480.67,91752.2,0,0
GCA_044427485.1_ASM4442748v1_genomic_k31_w50_minimizers.hll,91752.2,2515.61,91752.2,0,0
GCA_020531605.1_ASM2053160v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91752.2,0,0
GCA_003943655.1_ASM394365v1_genomic_k31_w50_minimizers.hll,91752.2,3034.42,92212.9,460.642,0.151805
GCA_001870975.1_ASM187097v1_genomic_k31_w50_minimizers.hll,91752.2,2583.37,91770.1,17.8377,0.00690482
GCA_032560535.1_ASM3256053v1_genomic_k31_w50_minimizers.hll,91752.2,2480.67,91752.2,0,0
GCA_047464035.1_ASM4746403v1_genomic_k31_w50_minimizers.hll,91752.2,2474.85,91752.2,0,0
GCA_049393755.1_ASM4939375v1_genomic_k31_w50_minimizers.hll,91752.2,2455.09,91752.3,0.0849252,3.45915e-05
GCA_963535735.1_SRR15001310_bin.4_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2450.44,91752.2,0,0
GCA_019731335.1_ASM1973133v1_genomic_k31_w50_minimizers.hll,91752.2,2499.29,91752.2,0,0
GCA_053207445.1_ASM5320744v1_genomic_k31_w50_minimizers.hll,91752.2,2512.11,91752.2,0,0
GCA_044435705.1_ASM4443570v1_genomic_k31_w50_minimizers.hll,91752.2,2493.47,91752.2,0,0
GCA_013276995.1_ASM1327699v1_genomic_k31_w50_minimizers.hll,91752.2,2488.81,91787.9,35.6824,0.0143371
GCA_946188945.1_B69_S87_genomic_k31_w50_minimizers.hll,91752.2,2481.83,91752.2,0,0
GCA_019449915.1_ASM1944991v1_genomic_k31_w50_minimizers.hll,91752.2,2436.51,91752.2,0,0
GCA_002088025.1_ASM208802v1_genomic_k31_w50_minimizers.hll,91752.2,2450.44,91752.2,0,0
GCA_959029185.1_DRR221358_bin.7_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2363.58,91752.2,0,0
GCA_020529885.1_ASM2052988v1_genomic_k31_w50_minimizers.hll,91752.2,2491.14,91752.2,0,0
GCA_003943505.1_ASM394350v1_genomic_k31_w50_minimizers.hll,91752.2,2735.11,91999.8,247.565,0.0905138
GCA_023931495.1_ASM2393149v1_genomic_k31_w50_minimizers.hll,91752.2,2463.22,91752.2,0,0
GCA_046035155.1_ASM4603515v1_genomic_k31_w50_minimizers.hll,91752.2,2479.5,91752.2,0,0
GCA_946183695.1_B134_S53_genomic_k31_w50_minimizers.hll,91752.2,2478.34,91752.2,0,0
GCA_011039275.1_ASM1103927v1_genomic_k31_w50_minimizers.hll,91752.2,2517.94,91753,0.791369,0.000314292
GCA_020530645.1_ASM2053064v1_genomic_k31_w50_minimizers.hll,91752.2,2487.65,91752.2,0,0
GCA_946223615.1_B119_genomic_k31_w50_minimizers.hll,91752.2,2488.81,91752.2,0.00265391,1.06634e-06
GCA_023109465.1_ASM2310946v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91799,46.7538,0.0189005
GCA_012641615.1_ASM1264161v1_genomic_k31_w50_minimizers.hll,91752.2,2496.96,91752.2,0,0
GCA_047467915.1_ASM4746791v1_genomic_k31_w50_minimizers.hll,91752.2,2457.41,91752.2,0,0
GCA_050846135.1_ASM5084613v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91752.2,0,0
GCA_000220275.1_ASM22027v1_genomic_k31_w50_minimizers.hll,91752.2,2540.11,91778.1,25.8245,0.0101667
GCA_025909735.1_ASM2590973v1_genomic_k31_w50_minimizers.hll,91752.2,2472.52,91752.2,0,0
GCA_021297455.1_ASM2129745v1_genomic_k31_w50_minimizers.hll,91752.2,2558.81,91771.3,19.0272,0.00743596
GCA_900459405.1_41965_B01_genomic_k31_w50_minimizers.hll,91752.2,2519.11,91752.2,0,0
GCA_958420305.1_ERR9578236_bin.29_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2466.71,91752.2,0,0
GCA_023930695.1_ASM2393069v1_genomic_k31_w50_minimizers.hll,91752.2,2543.61,91809.3,57.1052,0.0224504
GCA_051968775.1_ASM5196877v1_genomic_k31_w50_minimizers.hll,91752.2,2395.95,91766.5,14.2696,0.00595573
GCA_000688775.2_ASM68877v2_genomic_k31_w50_minimizers.hll,91752.2,2514.44,91752.2,0,0
GCA_023109235.1_ASM2310923v1_genomic_k31_w50_minimizers.hll,91752.2,2485.32,91789.6,37.3823,0.0150412
GCA_958445795.1_ERR9607109_bin.14_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2459.74,91752.3,0.0424626,1.72631e-05
GCA_003675185.1_ASM367518v1_genomic_k31_w50_minimizers.hll,91752.2,2481.83,91752.2,0,0
GCA_002382965.1_ASM238296v1_genomic_k31_w50_minimizers.hll,91752.2,2488.81,91752.2,0,0
GCA_040822615.1_ASM4082261v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91765.1,12.9104,0.0052191
GCA_051893175.1_ASM5189317v1_genomic_k31_w50_minimizers.hll,91752.2,2470.2,91827,74.795,0.0302789
GCA_015700525.1_ASM1570052v1_genomic_k31_w50_minimizers.hll,91752.2,2506.28,91752.3,0.0411356,1.6413e-05
GCA_000442175.1_2426.1_genomic_k31_w50_minimizers.hll,91752.2,2409.85,91752.2,0,0
GCA_029223725.1_ASM2922372v1_genomic_k31_w50_minimizers.hll,91752.2,2503.95,91752.2,0,0
GCA_021297535.1_ASM2129753v1_genomic_k31_w50_minimizers.hll,91752.2,2592.74,91759,6.79451,0.00262059
GCA_019449885.1_ASM1944988v1_genomic_k31_w50_minimizers.hll,91752.2,2441.16,91752.2,0,0
GCA_000382805.1_ASM38280v1_genomic_k31_w50_minimizers.hll,91752.2,2470.2,91764.5,12.2308,0.00495136
GCA_023926765.1_ASM2392676v1_genomic_k31_w50_minimizers.hll,91752.2,2460.9,91752.2,0,0
GCA_013277205.1_ASM1327720v1_genomic_k31_w50_minimizers.hll,91752.2,2545.95,91788.3,36.0224,0.0141489
GCA_024295485.1_ASM2429548v1_genomic_k31_w50_minimizers.hll,91752.2,2507.45,91752.2,0,0
GCA_019456715.1_ASM1945671v1_genomic_k31_w50_minimizers.hll,91752.2,2559.97,91790.8,38.5722,0.0150674
GCA_025908505.1_ASM2590850v1_genomic_k31_w50_minimizers.hll,91752.2,2482.99,91752.2,0,0
GCA_001659645.1_ASM165964v1_genomic_k31_w50_minimizers.hll,91752.2,2642.02,91837.1,84.8336,0.0321094
GCA_033344055.1_ASM3334405v1_genomic_k31_w50_minimizers.hll,91752.2,2462.06,91752.2,0,0
GCA_026161485.1_ASM2616148v1_genomic_k31_w50_minimizers.hll,91752.2,2506.28,91752.2,0,0
GCA_020075945.1_ASM2007594v1_genomic_k31_w50_minimizers.hll,91752.2,2438.83,91752.2,0,0
GCA_000522725.1_out_k27_n4_samp09-contigs.fa_genomic_k31_w50_minimizers.hll,91752.2,2503.95,91752.2,0,0
GCA_002157665.1_ASM215766v1_genomic_k31_w50_minimizers.hll,91752.2,2823.97,92031.8,279.573,0.0990001
GCA_009870435.1_ASM987043v1_genomic_k31_w50_minimizers.hll,91752.2,2486.48,91752.2,0,0
GCA_012641925.1_ASM1264192v1_genomic_k31_w50_minimizers.hll,91752.2,2477.18,91752.2,0,0
GCA_024295715.1_ASM2429571v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91752.2,0,0
GCA_946190105.1_U98_S90_genomic_k31_w50_minimizers.hll,91752.2,2458.58,91752.2,0,0
GCA_046969645.1_ASM4696964v1_genomic_k31_w50_minimizers.hll,91752.2,2307.07,91754.3,2.03825,0.000883479
GCA_053207085.1_ASM5320708v1_genomic_k31_w50_minimizers.hll,91752.2,2558.81,91752.2,0,0
GCA_946188365.1_B14_S36_genomic_k31_w50_minimizers.hll,91752.2,2467.87,91752.2,0,0
GCA_045274625.1_ASM4527462v1_genomic_k31_w50_minimizers.hll,91752.2,2464.39,91752.2,0,0
GCA_000191105.1_ASM19110v1_genomic_k31_w50_minimizers.hll,91752.2,2543.61,91768.5,16.3085,0.00641155
GCA_050577095.1_ASM5057709v1_genomic_k31_w50_minimizers.hll,91752.2,2520.27,91752.2,0,0
GCA_041432055.1_ASM4143205v1_genomic_k31_w50_minimizers.hll,91752.2,2494.63,91752.2,0,0
GCA_003943955.1_ASM394395v1_genomic_k31_w50_minimizers.hll,91752.2,2574.01,91894.5,142.252,0.0552648
GCA_012641545.1_ASM1264154v1_genomic_k31_w50_minimizers.hll,91752.2,2481.83,91752.2,0,0
GCA_001639375.1_ASM163937v1_genomic_k31_w50_minimizers.hll,91752.2,2469.04,91757.7,5.43553,0.00220148
GCA_000478925.1_ASM47892v1_genomic_k31_w50_minimizers.hll,91752.2,2474.85,91752.2,0,0
GCA_053206185.1_ASM5320618v1_genomic_k31_w50_minimizers.hll,91752.2,2545.95,91752.2,0,0
GCA_048283125.1_ASM4828312v1_genomic_k31_w50_minimizers.hll,91752.2,2471.36,91752.2,0,0
GCA_009650235.1_ASM965023v1_genomic_k31_w50_minimizers.hll,91752.2,2501.62,91752.2,0,0
GCA_946190205.1_U16_S55_genomic_k31_w50_minimizers.hll,91752.2,2469.04,91752.2,0,0
GCA_000517725.1_SspSR4v1.0_genomic_k31_w50_minimizers.hll,91752.2,2561.14,91752.2,0,0
GCA_026783125.1_ASM2678312v1_genomic_k31_w50_minimizers.hll,91752.2,2642.02,91822.8,70.542,0.0267001
GCA_053207405.1_ASM5320740v1_genomic_k31_w50_minimizers.hll,91752.2,2521.44,91752.2,0,0
GCA_003589945.1_ASM358994v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91752.2,0,0
GCA_042840885.1_MGCS35988_genomic_k31_w50_minimizers.hll,91752.2,2529.61,91752.2,0,0
GCA_001837855.1_ASM183785v1_genomic_k31_w50_minimizers.hll,91752.2,2493.47,91752.2,0,0
GCA_946189005.1_B99_S20_genomic_k31_w50_minimizers.hll,91752.2,2478.34,91752.2,0,0
GCA_001807935.1_ASM180793v1_genomic_k31_w50_minimizers.hll,91752.2,2489.98,91752.2,0,0
GCA_011714955.1_ASM1171495v1_genomic_k31_w50_minimizers.hll,91752.2,2516.77,91779.4,27.1841,0.0108012
GCA_000228205.2_SMUT2-NEX_2-349_genomic_k31_w50_minimizers.hll,91752.2,2482.99,91752.2,0,0
GCA_032553095.1_ASM3255309v1_genomic_k31_w50_minimizers.hll,91752.2,2489.98,91752.2,0,0
GCA_036576255.1_ASM3657625v1_genomic_k31_w50_minimizers.hll,91752.2,2508.61,91752.2,0,0
GCA_958454275.1_SRR18940298_bin.10_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2337.03,91752.2,0,0
GCA_012642185.1_ASM1264218v1_genomic_k31_w50_minimizers.hll,91752.2,2493.47,91752.2,0,0
GCA_000229105.2_SMUT5-NEX_3-162_genomic_k31_w50_minimizers.hll,91752.2,2442.32,91752.2,0,0
GCA_044435645.1_ASM4443564v1_genomic_k31_w50_minimizers.hll,91752.2,2484.16,91752.2,0,0
GCA_009738105.1_ASM973810v1_genomic_k31_w50_minimizers.hll,91752.2,2509.78,91752.2,0,0
GCA_949493195.1_extra-SRR8581398.4_1677803358_genomic_k31_w50_minimizers.hll,91752.2,2354.34,91752.2,0,0
GCA_001070595.1_ASM107059v1_genomic_k31_w50_minimizers.hll,91752.2,2510.94,91752.2,0,0
GCA_021297215.1_ASM2129721v1_genomic_k31_w50_minimizers.hll,91752.2,2651.42,91774,21.746,0.00820164
GCA_023926635.1_ASM2392663v1_genomic_k31_w50_minimizers.hll,91752.2,2449.28,91752.2,0,0
GCA_905071845.1_AMBR055_genomic_k31_w50_minimizers.hll,91752.2,2592.74,91761.7,9.5126,0.00366893
GCA_005844435.1_ASM584443v1_genomic_k31_w50_minimizers.hll,91752.2,2494.63,91752.2,0,0
GCA_905237025.1_ASM90523702v1_genomic_k31_w50_minimizers.hll,91752.2,2464.39,91752.2,0.0132695,5.38453e-06
GCA_053206545.1_ASM5320654v1_genomic_k31_w50_minimizers.hll,91752.2,2393.64,91752.2,0,0
GCA_003943575.1_ASM394357v1_genomic_k31_w50_minimizers.hll,91752.2,2615.01,91895,142.737,0.0545835
GCA_027658685.1_ASM2765868v1_genomic_k31_w50_minimizers.hll,91752.2,2484.16,91756.3,4.07659,0.00164103
GCA_041514345.1_ASM4151434v1_genomic_k31_w50_minimizers.hll,91752.2,2444.64,91752.2,0,0
GCA_025187325.1_ASM2518732v1_genomic_k31_w50_minimizers.hll,91752.2,2605.63,91895.6,143.408,0.0550375
GCA_043674095.1_ASM4367409v1_genomic_k31_w50_minimizers.hll,91752.2,2535.44,91752.2,0,0
GCA_047231775.1_ASM4723177v1_genomic_k31_w50_minimizers.hll,91752.2,2500.46,91760.4,8.15353,0.00326082
GCA_023926605.1_ASM2392660v1_genomic_k31_w50_minimizers.hll,91752.2,2485.32,91752.2,0,0
GCA_015059535.1_ASM1505953v1_genomic_k31_w50_minimizers.hll,91752.2,2416.8,91752.2,0,0
GCA_050313245.1_ASM5031324v1_genomic_k31_w50_minimizers.hll,91752.2,2430.71,91752.2,0,0
GCA_028325845.1_ASM2832584v1_genomic_k31_w50_minimizers.hll,91752.2,2506.28,91752.2,0,0
GCA_049520115.1_PDT002412479.1_genomic_k31_w50_minimizers.hll,91752.2,2472.52,91752.2,0,0
GCA_020530925.1_ASM2053092v1_genomic_k31_w50_minimizers.hll,91752.2,2477.18,91752.2,0,0
GCA_042823405.1_MGCS36090_genomic_k31_w50_minimizers.hll,91752.2,2528.44,91752.2,0,0
GCA_036234615.1_ASM3623461v1_genomic_k31_w50_minimizers.hll,91752.2,2476.01,91752.2,0,0
GCA_040093925.1_ASM4009392v1_genomic_k31_w50_minimizers.hll,91752.2,2512.11,91752.2,0,0
GCA_018368315.1_ASM1836831v1_genomic_k31_w50_minimizers.hll,91752.2,2492.31,91752.2,0.00398086,1.59726e-06
GCA_040717735.1_ASM4071773v1_genomic_k31_w50_minimizers.hll,91752.2,2494.63,91752.2,0,0
GCA_005890255.1_ASM589025v1_genomic_k31_w50_minimizers.hll,91752.2,2502.79,91752.2,0,0
GCA_021294595.1_ASM2129459v1_genomic_k31_w50_minimizers.hll,91752.2,2612.67,91761.7,9.5126,0.00364095
GCA_024295385.1_ASM2429538v1_genomic_k31_w50_minimizers.hll,91752.2,2448.12,91752.2,0,0
GCA_940588575.1_P8640_genomic_k31_w50_minimizers.hll,91752.2,2506.28,91772.6,20.3866,0.00813418
GCA_000229125.2_SMUT5-NEX_4-163_genomic_k31_w50_minimizers.hll,91752.2,2469.04,91752.2,0,0
GCA_023504445.1_ASM2350444v1_genomic_k31_w50_minimizers.hll,91752.2,2464.39,91752.2,0,0
GCA_001075725.1_ASM107572v1_genomic_k31_w50_minimizers.hll,91752.2,2478.34,91752.2,0.0199043,8.03131e-06
GCA_031142805.1_ASM3114280v1_genomic_k31_w50_minimizers.hll,91752.2,2526.1,91752.2,0.00248804,9.84931e-07
GCA_000257805.1_ASM25780v1_genomic_k31_w50_minimizers.hll,91752.2,2459.74,91752.2,0,0
GCA_002083175.2_ASM208317v2_genomic_k31_w50_minimizers.hll,91752.2,2479.5,91752.2,0,0
GCA_017366965.1_ASM1736696v1_genomic_k31_w50_minimizers.hll,91752.2,2464.39,91752.2,0,0
GCA_000380085.1_ASM38008v1_genomic_k31_w50_minimizers.hll,91752.2,2591.57,91758.3,6.11501,0.00235958
GCA_053206505.1_ASM5320650v1_genomic_k31_w50_minimizers.hll,91752.2,2489.98,91754.3,2.0861,0.0008378
GCA_034168925.1_ASM3416892v1_genomic_k31_w50_minimizers.hll,91752.2,2471.36,91752.2,0,0
GCA_036304405.1_ASM3630440v1_genomic_k31_w50_minimizers.hll,91752.2,2520.27,91752.2,0,0
GCA_036233995.1_ASM3623399v1_genomic_k31_w50_minimizers.hll,91752.2,2479.5,91752.2,0,0
GCA_048197005.1_ASM4819700v1_genomic_k31_w50_minimizers.hll,91752.2,2346.26,91755.5,3.2276,0.00137564
GCA_047947225.1_ASM4794722v1_genomic_k31_w50_minimizers.hll,91752.2,2506.28,91752.4,0.128715,5.13568e-05
GCA_946185795.1_B112_S33_genomic_k31_w50_minimizers.hll,91752.2,2459.74,91752.2,0,0
GCA_007859175.1_ASM785917v1_genomic_k31_w50_minimizers.hll,91752.2,2238.14,91752.3,0.0849252,3.79445e-05
GCA_051592585.1_ASM5159258v1_genomic_k31_w50_minimizers.hll,91752.2,2529.61,91752.4,0.148951,5.88831e-05
GCA_000339815.1_ASM33981v1_genomic_k31_w50_minimizers.hll,91752.2,2456.25,91752.2,0,0
GCA_026782725.1_ASM2678272v1_genomic_k31_w50_minimizers.hll,91752.2,2510.94,91763.1,10.8717,0.00432973
GCA_044430795.1_ASM4443079v1_genomic_k31_w50_minimizers.hll,91752.2,2496.96,91752.2,0,0
GCA_026157725.1_ASM2615772v1_genomic_k31_w50_minimizers.hll,91752.2,2507.45,91752.2,0,0
GCA_009706695.1_ASM970669v1_genomic_k31_w50_minimizers.hll,91752.2,2449.28,91752.2,0,0
GCA_038003585.1_ASM3800358v1_genomic_k31_w50_minimizers.hll,91752.2,2469.04,91752.2,0,0
GCA_900459945.1_42912_H01_genomic_k31_w50_minimizers.hll,91752.2,2421.44,91753.4,1.2102,0.000499785
GCA_032841275.1_ASM3284127v1_genomic_k31_w50_minimizers.hll,91752.2,2437.67,91752.2,0,0
GCA_032583815.1_ASM3258381v1_genomic_k31_w50_minimizers.hll,91752.2,2467.87,91752.2,0,0
GCA_027723325.1_ASM2772332v1_genomic_k31_w50_minimizers.hll,91752.2,2460.9,91752.2,0,0
GCA_012642085.1_ASM1264208v1_genomic_k31_w50_minimizers.hll,91752.2,2484.16,91752.2,0,0
GCA_013697155.1_ASM1369715v1_genomic_k31_w50_minimizers.hll,91752.2,2495.8,91752.2,0,0
GCA_032513065.1_ASM3251306v1_genomic_k31_w50_minimizers.hll,91752.2,2424.91,91752.4,0.169851,7.00439e-05
GCA_902859015.1_Ssal_N5_genomic_k31_w50_minimizers.hll,91752.2,2626.75,91835.7,83.4723,0.0317778
GCA_022725855.1_ASM2272585v1_genomic_k31_w50_minimizers.hll,91752.2,2500.46,91752.4,0.169851,6.79278e-05
GCA_002096595.1_ASM209659v1_genomic_k31_w50_minimizers.hll,91752.2,2493.47,91753.5,1.31636,0.000527922
GCA_021294775.1_ASM2129477v1_genomic_k31_w50_minimizers.hll,91752.2,2544.78,91784.8,32.5378,0.0127861
GCA_000154985.1_ASM15498v1_genomic_k31_w50_minimizers.hll,91752.2,2479.5,91752.2,0,0
GCA_019929575.1_ASM1992957v1_genomic_k31_w50_minimizers.hll,91752.2,2444.64,91752.2,0,0
GCA_925301925.1_IM1340_genomic_k31_w50_minimizers.hll,91752.2,2455.09,91752.2,0,0
GCA_047465015.1_ASM4746501v1_genomic_k31_w50_minimizers.hll,91752.2,2480.67,91752.2,0.00199043,8.02378e-07
GCA_977039345.1_AGN043SA.9_genomic_k31_w50_minimizers.hll,91752.2,2516.77,91759.7,7.47402,0.00296968
GCA_027687505.1_ASM2768750v1_genomic_k31_w50_minimizers.hll,91752.2,2462.06,91752.2,0,0
GCA_026159955.1_ASM2615995v1_genomic_k31_w50_minimizers.hll,91752.2,2450.44,91752.2,0,0
GCA_047460855.1_ASM4746085v1_genomic_k31_w50_minimizers.hll,91752.2,2572.84,91752.2,0,0
GCA_015539085.1_ASM1553908v1_genomic_k31_w50_minimizers.hll,91752.2,2449.28,91752.3,0.0318469,1.30026e-05
GCA_032507855.1_ASM3250785v1_genomic_k31_w50_minimizers.hll,91752.2,2480.67,91752.2,0.0205678,8.29124e-06
GCA_958405715.1_ERR10960889_bin.13_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,91752.2,2453.93,91752.2,0,0
GCA_003943045.1_ASM394304v1_genomic_k31_w50_minimizers.hll,91752.2,2513.28,91831.1,78.8782,0.0313846
GCA_053544575.1_ASM5354457v1_genomic_k31_w50_minimizers.hll,91752.2,2465.55,91752.2,0,0
GCA_900094135.1_ASM90009413v1_genomic_k31_w50_minimizers.hll,91752.2,2417.96,91752.2,0,0
GCA_000027165.1_ASM2716v1_genomic_k31_w50_minimizers.hll,91752.2,2480.67,91752.9,0.649549,0.000261845
GCA_026158505.1_ASM2615850v1_genomic_k31_w50_minimizers.hll,91752.2,2473.69,91752.2,0,0
GCA_026810185.1_ASM2681018v1_genomic_k31_w50_minimizers.hll,91752.2,2559.97,91768.5,16.3085,0.00637058
GCA_021294605.1_ASM2129460v1_genomic_k31_w50_minimizers.hll,91752.2,2557.64,91763.8,11.5513,0.00451638
GCA_903890825.1_Streptococcus_thermophilus_CIRM_1047_genomic_k31_w50_minimizers.hll,91752.2,2434.19,91752.2,0,0
GCA_027854415.1_ASM2785441v1_genomic_k31_w50_minimizers.hll,91752.2,2455.09,91752.2,0,0
GCA_042826985.1_MGCS36060_genomic_k31_w50_minimizers.hll,91752.2,2516.77,91752.2,0,0
GCA_048229135.1_ASM4822913v1_genomic_k31_w50_minimizers.hll,91752.2,2352.03,91752.2,0,0
GCA_020531285.1_ASM2053128v1_genomic_k31_w50_minimizers.hll,91752.2,2458.58,91752.2,0,0
GCA_052104075.1_ASM5210407v1_genomic_k31_w50_minimizers.hll,91752.2,2452.77,91833.8,81.6006,0.0332688
GCA_032479875.1_ASM3247987v1_genomic_k31_w50_minimizers.hll,91752.2,2284.06,91752.2,0,0
GCA_009495705.1_ASM949570v1_genomic_k31_w50_minimizers.hll,91752.2,2495.8,91752.2,0,0
GCA_009496065.1_ASM949606v1_genomic_k31_w50_minimizers.hll,91752.2,2495.8,91752.2,0,0
GCA_024665315.1_ASM2466531v1_genomic_k31_w50_minimizers.hll,91752.2,2450.44,91752.2,0,0
GCA_042911105.1_MGCS35754_genomic_k31_w50_minimizers.hll,91752.2,2516.77,91752.2,0,0
GCA_009496285.1_ASM949628v1_genomic_k31_w50_minimizers.hll,91752.2,2458.58,91752.2,0.00248804,1.01198e-06
GCA_000229565.2_SMUT6-NEX_25-227_genomic_k31_w50_minimizers.hll,91752.2,2431.87,91752.2,0,0
GCA_020529725.1_ASM2052972v1_genomic_k31_w50_minimizers.hll,91752.2,2455.09,91752.2,0,0
GCA_021293215.1_ASM2129321v1_genomic_k31_w50_minimizers.hll,91752.2,2625.58,91830.8,78.538,0.0299127
GCA_003675195.1_ASM367519v1_genomic_k31_w50_minimizers.hll,91752.2,2476.01,91752.2,0,0
GCA_046882145.1_ASM4688214v1_genomic_k31_w50_minimizers.hll,91752.2,2350.87,91757.7,5.43669,0.00231263
GCA_000222785.2_ASM22278v2_genomic_k31_w50_minimizers.hll,91752.2,2491.14,91752.2,0,0
GCA_034100745.1_ASM3410074v1_genomic_k31_w50_minimizers.hll,91752.2,2448.12,91752.2,0,0
GCA_018373635.1_ASM1837363v1_genomic_k31_w50_minimizers.hll,91752.2,2476.01,91752.2,0.00530782,2.1437e-06
GCA_042914955.1_MGCS35716_genomic_k31_w50_minimizers.hll,91752.2,2520.27,91752.2,0,0
GCA_047463195.1_ASM4746319v1_genomic_k31_w50_minimizers.hll,91752.2,2526.1,91752.2,0,0
