sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_024296065.1_ASM2429606v1_genomic_k31_w50_minimizers.hll,104941,2488.81,104941,0,0
GCA_018382455.1_ASM1838245v1_genomic_k31_w50_minimizers.hll,104941,2478.34,104941,0.000867931,3.50207e-07
GCA_000220275.1_ASM22027v1_genomic_k31_w50_minimizers.hll,104941,2540.11,104968,26.6696,0.0104994
GCA_900459405.1_41965_B01_genomic_k31_w50_minimizers.hll,104941,2519.11,104941,0,0
GCA_003589905.1_ASM358990v1_genomic_k31_w50_minimizers.hll,104941,2472.52,104941,0,0
GCA_023930695.1_ASM2393069v1_genomic_k31_w50_minimizers.hll,104941,2543.61,104971,30.2266,0.0118833
GCA_029223725.1_ASM2922372v1_genomic_k31_w50_minimizers.hll,104941,2503.95,104941,0,0
GCA_000430305.1_Smit.str17_34_v1.0_genomic_k31_w50_minimizers.hll,104941,2458.58,104941,0.0585854,2.3829e-05
GCA_023926765.1_ASM2392676v1_genomic_k31_w50_minimizers.hll,104941,2460.9,104941,0,0
GCA_020531545.1_ASM2053154v1_genomic_k31_w50_minimizers.hll,104941,2489.98,104941,0,0
GCA_024295485.1_ASM2429548v1_genomic_k31_w50_minimizers.hll,104941,2507.45,104941,0,0
GCA_020404275.1_ASM2040427v1_genomic_k31_w50_minimizers.hll,104941,2453.93,104941,0,0
GCA_019929385.1_ASM1992938v1_genomic_k31_w50_minimizers.hll,104941,2445.8,104941,0,0
GCA_025908505.1_ASM2590850v1_genomic_k31_w50_minimizers.hll,104941,2482.99,104941,0,0
GCA_003497325.1_ASM349732v1_genomic_k31_w50_minimizers.hll,104941,2387.85,104941,0,0
GCA_963530015.1_ERR9969218_bin.13_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2464.39,104941,0,0
GCA_963527375.1_ERR9969126_bin.2_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2493.47,104941,0,0
GCA_012641925.1_ASM1264192v1_genomic_k31_w50_minimizers.hll,104941,2477.18,104941,0,0
GCA_000508605.1_Strp_DORA_10_velvet_1.1_genomic_k31_w50_minimizers.hll,104941,3035.63,105397,456.131,0.150259
GCA_045274625.1_ASM4527462v1_genomic_k31_w50_minimizers.hll,104941,2464.39,104941,0,0
GCA_041405685.1_ASM4140568v1_genomic_k31_w50_minimizers.hll,104941,2429.55,104941,0,0
GCA_052106815.1_ASM5210681v1_genomic_k31_w50_minimizers.hll,104941,2433.03,104941,0,0
GCA_013276875.1_ASM1327687v1_genomic_k31_w50_minimizers.hll,104941,2622.05,104976,34.4508,0.0131389
GCA_012641545.1_ASM1264154v1_genomic_k31_w50_minimizers.hll,104941,2481.83,104941,0,0
GCA_048398925.1_ASM4839892v1_genomic_k31_w50_minimizers.hll,104941,2404.06,104941,0,0
GCA_032510825.1_ASM3251082v1_genomic_k31_w50_minimizers.hll,104941,2510.94,104941,0.0520759,2.07396e-05
GCA_000195045.1_ASM19504v1_genomic_k31_w50_minimizers.hll,104941,2549.46,104977,35.5625,0.0139491
GCA_047462935.1_ASM4746293v1_genomic_k31_w50_minimizers.hll,104941,2515.61,104941,0,0
GCA_011714955.1_ASM1171495v1_genomic_k31_w50_minimizers.hll,104941,2516.77,104989,48.0151,0.019078
GCA_900459545.1_45473_B02_genomic_k31_w50_minimizers.hll,104941,2491.14,104941,0,0
GCA_900106895.1_IMG-taxon_2654588136_annotated_assembly_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0.0138869,5.58495e-06
GCA_036235585.1_ASM3623558v1_genomic_k31_w50_minimizers.hll,104941,2458.58,104941,0,0
GCA_036576255.1_ASM3657625v1_genomic_k31_w50_minimizers.hll,104941,2508.61,104941,0,0
GCA_946189085.1_P42_S25_genomic_k31_w50_minimizers.hll,104941,2491.14,104941,0,0
GCA_044435645.1_ASM4443564v1_genomic_k31_w50_minimizers.hll,104941,2484.16,104941,0,0
GCA_036235755.1_ASM3623575v1_genomic_k31_w50_minimizers.hll,104941,2472.52,104941,0,0
GCA_015666945.1_ASM1566694v1_genomic_k31_w50_minimizers.hll,104941,2544.78,104941,0,0
GCA_023926635.1_ASM2392663v1_genomic_k31_w50_minimizers.hll,104941,2449.28,104941,0,0
GCA_047465205.1_ASM4746520v1_genomic_k31_w50_minimizers.hll,104941,2471.36,104941,0,0
GCA_005844435.1_ASM584443v1_genomic_k31_w50_minimizers.hll,104941,2494.63,104941,0,0
GCA_040784965.1_ASM4078496v1_genomic_k31_w50_minimizers.hll,104941,2443.48,104941,0,0
GCA_905237025.1_ASM90523702v1_genomic_k31_w50_minimizers.hll,104941,2464.39,104941,0.0173586,7.04379e-06
GCA_026157245.1_ASM2615724v1_genomic_k31_w50_minimizers.hll,104941,2431.87,104941,0,0
GCA_013276965.1_ASM1327696v1_genomic_k31_w50_minimizers.hll,104941,2570.5,104975,33.7838,0.0131429
GCA_043674095.1_ASM4367409v1_genomic_k31_w50_minimizers.hll,104941,2535.44,104941,0,0
GCA_020529645.1_ASM2052964v1_genomic_k31_w50_minimizers.hll,104941,2471.36,104941,0,0
GCA_050313245.1_ASM5031324v1_genomic_k31_w50_minimizers.hll,104941,2430.71,104941,0,0
GCA_001074945.1_ASM107494v1_genomic_k31_w50_minimizers.hll,104941,2515.61,104941,0,0
GCA_946224035.1_B22_genomic_k31_w50_minimizers.hll,104941,2452.77,104941,0,0
GCA_000297015.1_ASM29701v1_genomic_k31_w50_minimizers.hll,104941,2509.78,104941,0,0
GCA_002999635.1_ASM299963v1_genomic_k31_w50_minimizers.hll,104941,2457.41,104941,0,0
GCA_042823405.1_MGCS36090_genomic_k31_w50_minimizers.hll,104941,2528.44,104941,0,0
GCA_000380005.1_ASM38000v1_genomic_k31_w50_minimizers.hll,104941,2494.63,104941,0,0
GCA_018368315.1_ASM1836831v1_genomic_k31_w50_minimizers.hll,104941,2492.31,104941,0,0
GCA_005890255.1_ASM589025v1_genomic_k31_w50_minimizers.hll,104941,2502.79,104941,0,0
GCA_946189515.1_B85_S7_genomic_k31_w50_minimizers.hll,104941,2459.74,104941,0,0
GCA_023931505.1_ASM2393150v1_genomic_k31_w50_minimizers.hll,104941,2436.51,104941,0,0
GCA_021297505.1_ASM2129750v1_genomic_k31_w50_minimizers.hll,104941,2593.91,104949,7.99946,0.00308394
GCA_000227925.2_SMUT1-NEX_8-56_genomic_k31_w50_minimizers.hll,104941,2460.9,104941,0,0
GCA_000257805.1_ASM25780v1_genomic_k31_w50_minimizers.hll,104941,2459.74,104941,0,0
GCA_019929985.1_ASM1992998v1_genomic_k31_w50_minimizers.hll,104941,2537.78,104941,0,0
GCA_040782655.1_ASM4078265v1_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_023931565.1_ASM2393156v1_genomic_k31_w50_minimizers.hll,104941,2452.77,104941,0,0
GCA_963550185.1_SRR23388429_bin.4_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2456.25,104941,0,0
GCA_030825825.1_ASM3082582v1_genomic_k31_w50_minimizers.hll,104941,2345.1,105000,58.6911,0.0250271
GCA_047947225.1_ASM4794722v1_genomic_k31_w50_minimizers.hll,104941,2506.28,104941,0.00173586,6.92604e-07
GCA_015234775.2_ASM1523477v2_genomic_k31_w50_minimizers.hll,104941,2373.98,104941,0,0
GCA_034105145.1_ASM3410514v1_genomic_k31_w50_minimizers.hll,104941,2465.55,104941,0,0
GCA_021293505.1_ASM2129350v1_genomic_k31_w50_minimizers.hll,104941,2613.84,105022,80.7172,0.0308807
GCA_024732405.1_ASM2473240v1_genomic_k31_w50_minimizers.hll,104941,2467.87,104941,0.000867931,3.51692e-07
GCA_950102095.1_S-thermophilus_H11M1a_genomic_k31_w50_minimizers.hll,104941,2443.48,104941,0,0
GCA_038003585.1_ASM3800358v1_genomic_k31_w50_minimizers.hll,104941,2469.04,104941,0,0
GCA_900459945.1_42912_H01_genomic_k31_w50_minimizers.hll,104941,2421.44,104943,1.55536,0.000642328
GCA_003942295.1_ASM394229v1_genomic_k31_w50_minimizers.hll,104941,2572.84,105028,87.0597,0.033838
GCA_946183395.1_22P_S11_genomic_k31_w50_minimizers.hll,104941,2509.78,104941,0,0
GCA_036236035.1_ASM3623603v1_genomic_k31_w50_minimizers.hll,104941,2459.74,104941,0,0
GCA_032841275.1_ASM3284127v1_genomic_k31_w50_minimizers.hll,104941,2437.67,104941,0,0
GCA_959025095.1_ERR10149234_bin.29_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2245.02,104941,0,0
GCA_053207545.1_ASM5320754v1_genomic_k31_w50_minimizers.hll,104941,2427.23,104941,0,0
GCA_014192695.1_ASM1419269v1_genomic_k31_w50_minimizers.hll,104941,2482.99,104941,0,0
GCA_021294555.1_ASM2129455v1_genomic_k31_w50_minimizers.hll,104941,2565.82,104998,56.9116,0.0221807
GCA_001808795.1_ASM180879v1_genomic_k31_w50_minimizers.hll,104941,2477.18,104941,0.194417,7.84833e-05
GCA_047467815.1_ASM4746781v1_genomic_k31_w50_minimizers.hll,104941,2498.13,104941,0,0
GCA_925301925.1_IM1340_genomic_k31_w50_minimizers.hll,104941,2455.09,104941,0,0
GCA_977039345.1_AGN043SA.9_genomic_k31_w50_minimizers.hll,104941,2516.77,104947,6.2217,0.00247209
GCA_043674155.1_ASM4367415v1_genomic_k31_w50_minimizers.hll,104941,2502.79,104941,0,0
GCA_039060165.1_ASM3906016v1_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_053544575.1_ASM5354457v1_genomic_k31_w50_minimizers.hll,104941,2465.55,104941,0,0
GCA_000027165.1_ASM2716v1_genomic_k31_w50_minimizers.hll,104941,2480.67,104942,0.736011,0.000296699
GCA_937995355.1_SRR7658678_bin.35_CONCOCT_v1.1_MAG_genomic_k31_w50_minimizers.hll,104941,2492.31,104941,0,0
GCA_027854415.1_ASM2785441v1_genomic_k31_w50_minimizers.hll,104941,2455.09,104941,0,0
GCA_034116005.1_ASM3411600v1_genomic_k31_w50_minimizers.hll,104941,2530.77,104941,0,0
GCA_022731775.1_ASM2273177v1_genomic_k31_w50_minimizers.hll,104941,2249.61,104941,0,0
GCA_020531285.1_ASM2053128v1_genomic_k31_w50_minimizers.hll,104941,2458.58,104941,0,0
GCA_015700375.1_ASM1570037v1_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_032479875.1_ASM3247987v1_genomic_k31_w50_minimizers.hll,104941,2284.06,104941,0,0
GCA_009496065.1_ASM949606v1_genomic_k31_w50_minimizers.hll,104941,2495.8,104941,0,0
GCA_042911105.1_MGCS35754_genomic_k31_w50_minimizers.hll,104941,2516.77,104941,0,0
GCA_000229565.2_SMUT6-NEX_25-227_genomic_k31_w50_minimizers.hll,104941,2431.87,104941,0,0
GCA_003697525.1_ASM369752v1_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_946224085.1_B56_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_042914955.1_MGCS35716_genomic_k31_w50_minimizers.hll,104941,2520.27,104941,0,0
GCA_032379275.1_ASM3237927v1_genomic_k31_w50_minimizers.hll,104941,2471.36,104941,0,0
GCA_025909515.1_ASM2590951v1_genomic_k31_w50_minimizers.hll,104941,2489.98,104941,0,0
GCA_040908565.1_ASM4090856v1_genomic_k31_w50_minimizers.hll,104941,2514.44,104941,0,0
GCA_021297495.1_ASM2129749v1_genomic_k31_w50_minimizers.hll,104941,2609.15,104969,27.5588,0.0105624
GCA_030530625.1_ASM3053062v1_genomic_k31_w50_minimizers.hll,104941,2530.77,105125,183.851,0.0726461
GCA_033042035.1_ASM3304203v1_genomic_k31_w50_minimizers.hll,104941,2543.61,104941,0,0
GCA_017367285.1_ASM1736728v1_genomic_k31_w50_minimizers.hll,104941,2466.71,104941,0,0
GCA_024295565.1_ASM2429556v1_genomic_k31_w50_minimizers.hll,104941,2508.61,104941,0,0
GCA_009496445.1_ASM949644v1_genomic_k31_w50_minimizers.hll,104941,2516.77,104941,0,0
GCA_032616015.1_ASM3261601v1_genomic_k31_w50_minimizers.hll,104941,2477.18,104941,0,0
GCA_003943355.1_ASM394335v1_genomic_k31_w50_minimizers.hll,104941,2531.94,104971,29.7542,0.0117515
GCA_049519895.1_PDT002412484.1_genomic_k31_w50_minimizers.hll,104941,2465.55,104941,0,0
GCA_026782045.1_ASM2678204v1_genomic_k31_w50_minimizers.hll,104941,2452.77,104941,0,0
GCA_022776605.1_ASM2277660v1_genomic_k31_w50_minimizers.hll,104941,2427.23,104941,0,0
GCA_946223845.1_B15_genomic_k31_w50_minimizers.hll,104941,2466.71,104941,0,0
GCA_019928915.1_ASM1992891v1_genomic_k31_w50_minimizers.hll,104941,2548.29,104941,0,0
GCA_002213065.1_ASM221306v1_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_052107915.1_ASM5210791v1_genomic_k31_w50_minimizers.hll,104941,2255.35,104941,0,0
GCA_946188935.1_B73_S91_genomic_k31_w50_minimizers.hll,104941,2469.04,104941,0,0
GCA_048390645.1_ASM4839064v1_genomic_k31_w50_minimizers.hll,104941,2417.96,104941,0,0
GCA_030439945.1_ASM3043994v1_genomic_k31_w50_minimizers.hll,104941,2486.48,104941,0,0
GCA_000268305.2_ASM26830v2_genomic_k31_w50_minimizers.hll,104941,2527.27,104941,0,0
GCA_025187235.1_ASM2518723v1_genomic_k31_w50_minimizers.hll,104941,2436.51,104941,0,0
GCA_026157945.1_ASM2615794v1_genomic_k31_w50_minimizers.hll,104941,2448.12,104941,0,0
GCA_965136375.1_CIP105142_genomic_k31_w50_minimizers.hll,104941,2799.04,105120,178.946,0.0639314
GCA_013307265.1_ASM1330726v1_genomic_k31_w50_minimizers.hll,104941,2428.39,104941,0,0
GCA_022739615.1_ASM2273961v1_genomic_k31_w50_minimizers.hll,104941,2484.16,104941,0.00694345,2.79509e-06
GCA_006540325.2_ASM654032v2_genomic_k31_w50_minimizers.hll,104941,2493.47,104970,28.4481,0.011409
GCA_052105855.1_ASM5210585v1_genomic_k31_w50_minimizers.hll,104941,2444.64,104941,0,0
GCA_963547985.1_SRR13061555_bin.7_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2455.09,104941,0,0
GCA_025186885.1_ASM2518688v1_genomic_k31_w50_minimizers.hll,104941,2436.51,104941,0.00694345,2.84975e-06
GCA_946187535.1_B12_S34_genomic_k31_w50_minimizers.hll,104941,2450.44,104941,0,0
GCA_030060065.1_ASM3006006v1_genomic_k31_w50_minimizers.hll,104941,2482.99,104941,0,0
GCA_023060895.1_ASM2306089v1_genomic_k31_w50_minimizers.hll,104941,2462.06,104941,0,0
GCA_003674395.1_ASM367439v1_genomic_k31_w50_minimizers.hll,104941,2543.61,104941,0,0
GCA_022770005.1_ASM2277000v1_genomic_k31_w50_minimizers.hll,104941,2450.44,104941,0,0
GCA_963534855.1_SRR15839772_bin.22_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2502.79,104941,0,0
GCA_003858565.1_ASM385856v1_genomic_k31_w50_minimizers.hll,104941,2582.2,104941,0,0
GCA_963516225.1_ERR9969087_bin.5_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2223.25,104941,0,0
GCA_025908995.2_ASM2590899v2_genomic_k31_w50_minimizers.hll,104941,2474.85,104941,0,0
GCA_000522865.1_out_k43_n4_samp18-contigs.fa_genomic_k31_w50_minimizers.hll,104941,2493.47,104941,0,0
GCA_053203545.1_ASM5320354v1_genomic_k31_w50_minimizers.hll,104941,2515.61,104941,0,0
GCA_047460765.1_ASM4746076v1_genomic_k31_w50_minimizers.hll,104941,2416.8,104941,0,0
GCA_003697625.1_ASM369762v1_genomic_k31_w50_minimizers.hll,104941,2500.46,104955,14.2221,0.0056878
GCA_021294445.1_ASM2129444v1_genomic_k31_w50_minimizers.hll,104941,2590.4,104948,7.11057,0.00274497
GCA_042881415.1_MGCS35861_genomic_k31_w50_minimizers.hll,104941,2519.11,104941,0,0
GCA_020530045.1_ASM2053004v1_genomic_k31_w50_minimizers.hll,104941,2479.5,104941,0,0
GCA_000229005.2_SMUT4-NEX_34-149_genomic_k31_w50_minimizers.hll,104941,2442.32,104941,0,0
GCA_036719535.1_ASM3671953v1_genomic_k31_w50_minimizers.hll,104941,2480.67,105021,79.4932,0.0320451
GCA_040888325.1_ASM4088832v1_genomic_k31_w50_minimizers.hll,104941,2515.61,104941,0,0
GCA_002014795.1_ASM201479v1_genomic_k31_w50_minimizers.hll,104941,2503.95,104942,0.888769,0.000354947
GCA_042824005.1_MGCS36085_genomic_k31_w50_minimizers.hll,104941,2530.77,104941,0,0
GCA_026157605.1_ASM2615760v1_genomic_k31_w50_minimizers.hll,104941,2476.01,104941,0,0
GCA_023713415.1_ASM2371341v1_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_040919105.1_ASM4091910v1_genomic_k31_w50_minimizers.hll,104941,2496.96,104952,10.6662,0.00427168
GCA_943736975.1_PRJEB52554_genomic_k31_w50_minimizers.hll,104941,2465.55,104941,0.0553306,2.24415e-05
GCA_016906085.1_ASM1690608v1_genomic_k31_w50_minimizers.hll,104941,2618.53,105081,139.276,0.0531885
GCA_040924085.1_ASM4092408v1_genomic_k31_w50_minimizers.hll,104941,2458.58,104941,0,0
GCA_946190265.1_U48_S72_genomic_k31_w50_minimizers.hll,104941,2506.28,104941,0,0
GCA_006175905.1_ASM617590v1_genomic_k31_w50_minimizers.hll,104941,2416.8,104941,0.00347173,1.4365e-06
GCA_900109105.1_IMG-taxon_2654588209_annotated_assembly_genomic_k31_w50_minimizers.hll,104941,2457.41,104941,0,0
GCA_046535895.1_ASM4653589v1_genomic_k31_w50_minimizers.hll,104941,2441.16,104941,0,0
GCA_032475095.1_ASM3247509v1_genomic_k31_w50_minimizers.hll,104941,2487.65,104941,0,0
GCA_943912245.1_5pjlmtk5y1_bin.1.MAG_genomic_k31_w50_minimizers.hll,104941,2430.71,104941,0,0
GCA_053546755.1_ASM5354675v1_genomic_k31_w50_minimizers.hll,104941,2492.31,104941,0,0
GCA_003942485.1_ASM394248v1_genomic_k31_w50_minimizers.hll,104941,2757.57,105108,166.462,0.0603654
GCA_019450155.1_ASM1945015v1_genomic_k31_w50_minimizers.hll,104941,2450.44,104941,0,0
GCA_026783665.1_ASM2678366v1_genomic_k31_w50_minimizers.hll,104941,2526.1,104947,5.33284,0.00211109
GCA_032379825.1_ASM3237982v1_genomic_k31_w50_minimizers.hll,104941,2469.04,104941,0,0
GCA_032475975.1_ASM3247597v1_genomic_k31_w50_minimizers.hll,104941,2516.77,104941,0,0
GCA_032483335.1_ASM3248333v1_genomic_k31_w50_minimizers.hll,104941,2509.78,104941,0,0
GCA_000229805.2_SMUT7-NEX_8-268_genomic_k31_w50_minimizers.hll,104941,2457.41,104941,0,0
GCA_025187585.1_ASM2518758v1_genomic_k31_w50_minimizers.hll,104941,2433.03,104941,0,0
GCA_000970975.1_ASM97097v1_genomic_k31_w50_minimizers.hll,104941,2489.98,104941,0,0
GCA_000722755.1_ASM72275v1_genomic_k31_w50_minimizers.hll,104941,2515.61,104941,0,0
GCA_023931485.1_ASM2393148v1_genomic_k31_w50_minimizers.hll,104941,2457.41,104941,0,0
GCA_947072785.1_ERR5094905_bin.2_metaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2401.74,104941,0.0260379,1.08413e-05
GCA_009717435.1_ASM971743v1_genomic_k31_w50_minimizers.hll,104941,2556.47,104957,16.0001,0.0062587
GCA_047464655.1_ASM4746465v1_genomic_k31_w50_minimizers.hll,104941,2446.96,104941,0,0
GCA_004569535.1_ASM456953v1_genomic_k31_w50_minimizers.hll,104941,2519.11,104941,0,0
GCA_000229525.2_SMUT6-NEX_12-223_genomic_k31_w50_minimizers.hll,104941,2433.03,104941,0,0
GCA_000970995.1_ASM97099v1_genomic_k31_w50_minimizers.hll,104941,2482.99,104941,0,0
GCA_030060005.1_ASM3006000v1_genomic_k31_w50_minimizers.hll,104941,2464.39,104941,0,0
GCA_900475095.1_42197_E01_genomic_k31_w50_minimizers.hll,104941,2489.98,104941,0,0
GCA_900411395.1_596553_genomic_k31_w50_minimizers.hll,104941,2520.27,104943,1.33316,0.000528974
GCA_021293795.1_ASM2129379v1_genomic_k31_w50_minimizers.hll,104941,2610.32,105041,99.6358,0.0381699
GCA_003674715.1_ASM367471v1_genomic_k31_w50_minimizers.hll,104941,2474.85,104941,0,0
GCA_047502475.1_ASM4750247v1_genomic_k31_w50_minimizers.hll,104941,2477.18,104941,0,0
GCA_009717305.1_ASM971730v1_genomic_k31_w50_minimizers.hll,104941,2561.14,105026,84.9454,0.033167
GCA_001068415.1_ASM106841v1_genomic_k31_w50_minimizers.hll,104941,2484.16,104941,0,0
GCA_023504365.1_ASM2350436v1_genomic_k31_w50_minimizers.hll,104941,2496.96,104957,15.889,0.00636334
GCA_020531525.1_ASM2053152v1_genomic_k31_w50_minimizers.hll,104941,2494.63,104941,0,0
GCA_001071755.1_ASM107175v1_genomic_k31_w50_minimizers.hll,104941,2494.63,104941,0,0
GCA_946190185.1_U54_S75_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_026783525.1_ASM2678352v1_genomic_k31_w50_minimizers.hll,104941,2508.61,104941,0.0273398,1.08984e-05
GCA_011612585.1_ASM1161258v1_genomic_k31_w50_minimizers.hll,104941,2477.18,104941,0,0
GCA_040913945.1_ASM4091394v1_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_003942675.1_ASM394267v1_genomic_k31_w50_minimizers.hll,104941,3082.63,105574,632.287,0.205113
GCA_016838485.1_ASM1683848v1_genomic_k31_w50_minimizers.hll,104941,2438.83,104941,0.00607552,2.49116e-06
GCA_023060875.1_ASM2306087v1_genomic_k31_w50_minimizers.hll,104941,2442.32,104941,0,0
GCA_023507605.1_ASM2350760v1_genomic_k31_w50_minimizers.hll,104941,2471.36,104941,0,0
GCA_021294195.1_ASM2129419v1_genomic_k31_w50_minimizers.hll,104941,2585.71,104963,21.3346,0.00825095
GCA_000229725.2_SMUT7-NEX_4-256_genomic_k31_w50_minimizers.hll,104941,2463.22,104941,0,0
GCA_020594155.1_ASM2059415v1_genomic_k31_w50_minimizers.hll,104941,2453.93,104941,0,0
GCA_025187005.1_ASM2518700v1_genomic_k31_w50_minimizers.hll,104941,2424.91,104941,0,0
GCA_019929145.1_ASM1992914v1_genomic_k31_w50_minimizers.hll,104941,2527.27,104942,0.336324,0.000133078
GCA_027557675.1_ASM2755767v1_genomic_k31_w50_minimizers.hll,104941,2440,104941,0,0
GCA_028326065.1_ASM2832606v1_genomic_k31_w50_minimizers.hll,104941,2469.04,104941,0,0
GCA_023109535.1_ASM2310953v1_genomic_k31_w50_minimizers.hll,104941,2481.83,104941,0,0
GCA_018366275.1_ASM1836627v1_genomic_k31_w50_minimizers.hll,104941,2489.98,104941,0,0
GCA_053203205.1_ASM5320320v1_genomic_k31_w50_minimizers.hll,104941,2445.8,104941,0,0
GCA_946183015.1_B10_S32_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_037234605.1_ASM3723460v1_genomic_k31_w50_minimizers.hll,104941,2346.26,104941,0,0
GCA_002096815.1_ASM209681v1_genomic_k31_w50_minimizers.hll,104941,2466.71,104941,0,0
GCA_951230555.1_SRR12445067_bin.7_MetaWRAP_v1.3_MAG_genomic_k31_w50_minimizers.hll,104941,2274.87,104941,0,0
GCA_037966635.1_PS01779_genomic_k31_w50_minimizers.hll,104941,2502.79,104941,0,0
GCA_021297275.1_ASM2129727v1_genomic_k31_w50_minimizers.hll,104941,2631.45,104952,10.6662,0.00405337
GCA_040908685.1_ASM4090868v1_genomic_k31_w50_minimizers.hll,104941,2485.32,104941,0,0
GCA_000347835.1_KK23_V1_genomic_k31_w50_minimizers.hll,104941,2517.94,104956,14.8889,0.00591312
GCA_033803505.1_ASM3380350v1_genomic_k31_w50_minimizers.hll,104941,2462.06,104941,0,0
GCA_003697705.1_ASM369770v1_genomic_k31_w50_minimizers.hll,104941,2494.63,104941,0,0
GCA_032476175.1_ASM3247617v1_genomic_k31_w50_minimizers.hll,104941,2464.39,104941,0,0
GCA_023109515.1_ASM2310951v1_genomic_k31_w50_minimizers.hll,104941,2470.2,104941,0,0
GCA_001807855.1_ASM180785v1_genomic_k31_w50_minimizers.hll,104941,2680.84,105082,140.612,0.052451
GCA_003603595.1_ASM360359v1_genomic_k31_w50_minimizers.hll,104941,2480.67,104984,42.6796,0.0172049
GCA_047249105.1_ASM4724910v1_genomic_k31_w50_minimizers.hll,104941,2325.5,104945,3.54128,0.0015228
GCA_042918355.1_MGCS35705_genomic_k31_w50_minimizers.hll,104941,2524.94,104941,0,0
GCA_051450205.1_ASM5145020v1_genomic_k31_w50_minimizers.hll,104941,2487.65,104941,0,0
