sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_020564565.1_ASM2056456v1_genomic_k31_w50_minimizers.hll,4314.28,2743.38,4336.42,22.1361,0.00806893
GCA_041629315.1_ASM4162931v1_genomic_k31_w50_minimizers.hll,4314.28,2563.48,4314.28,0,0
GCA_041614385.1_ASM4161438v1_genomic_k31_w50_minimizers.hll,4314.28,2585.71,4315.58,1.3013,0.000503265
GCA_048262455.1_ASM4826245v1_genomic_k31_w50_minimizers.hll,4314.28,2718.57,4327.3,13.0176,0.00478841
GCA_047340915.1_ASM4734091v1_genomic_k31_w50_minimizers.hll,4314.28,2703.23,4332.51,18.2276,0.00674289
GCA_000327525.1_Rhodobacter_sp._AKP1_genomic_k31_w50_minimizers.hll,4314.28,2793.11,4332.51,18.2276,0.00652591
GCA_041619715.1_ASM4161971v1_genomic_k31_w50_minimizers.hll,4314.28,2471.36,4314.28,0,0
GCA_027484145.1_ASM2748414v1_genomic_k31_w50_minimizers.hll,4314.28,2803.79,4329.91,15.6224,0.0055719
GCA_041565895.1_ASM4156589v1_genomic_k31_w50_minimizers.hll,4314.28,2526.1,4314.28,0,0
GCA_041569875.1_ASM4156987v1_genomic_k31_w50_minimizers.hll,4314.28,2585.71,4314.28,0,0
GCA_000505785.1_ASM50578v1_genomic_k31_w50_minimizers.hll,4314.28,2819.22,4395.16,80.8766,0.0286876
GCA_020250345.1_ASM2025034v1_genomic_k31_w50_minimizers.hll,4314.28,2698.51,4314.28,0,0
GCA_001438045.1_ASM143804v1_genomic_k31_w50_minimizers.hll,4314.28,2485.32,4322.09,7.80934,0.00314219
GCA_020250825.1_ASM2025082v1_genomic_k31_w50_minimizers.hll,4314.28,2632.62,4314.28,0,0
GCA_000506565.2_ASM50656v2_genomic_k31_w50_minimizers.hll,4314.28,2806.16,4380.78,66.4984,0.0236973
GCA_042683065.1_ASM4268306v1_genomic_k31_w50_minimizers.hll,4314.28,2765.86,4352.06,37.7797,0.0136593
GCA_027484985.1_ASM2748498v1_genomic_k31_w50_minimizers.hll,4314.28,2689.08,4326,11.7154,0.00435665
GCA_020250445.1_ASM2025044v1_genomic_k31_w50_minimizers.hll,4314.28,2705.59,4314.28,0,0
GCA_052363465.1_ASM5236346v1_genomic_k31_w50_minimizers.hll,4314.28,2724.47,4314.28,0,0
GCA_021300415.1_ASM2130041v1_genomic_k31_w50_minimizers.hll,4314.28,2683.19,4366.42,52.1327,0.0194294
GCA_027487395.1_ASM2748739v1_genomic_k31_w50_minimizers.hll,4314.28,2736.29,4326,11.7154,0.0042815
GCA_003477325.1_ASM347732v1_genomic_k31_w50_minimizers.hll,4314.28,2459.74,4354.67,40.3884,0.0164198
GCA_027490955.1_ASM2749095v1_genomic_k31_w50_minimizers.hll,4314.28,2633.79,4320.79,6.50753,0.00247078
GCA_041605775.1_ASM4160577v1_genomic_k31_w50_minimizers.hll,4314.28,2615.01,4314.28,0,0
GCA_020250265.1_ASM2025026v1_genomic_k31_w50_minimizers.hll,4314.28,2653.77,4315.58,1.3013,0.000490358
GCA_030065095.1_ASM3006509v1_genomic_k31_w50_minimizers.hll,4314.28,2854.89,4331.21,16.9249,0.0059284
GCA_003445535.1_ASM344553v1_genomic_k31_w50_minimizers.hll,4314.28,3756.54,5546.2,1231.91,0.327938
GCA_041632135.1_ASM4163213v1_genomic_k31_w50_minimizers.hll,4314.28,2574.01,4315.58,1.3013,0.000505553
GCA_001439135.1_ASM143913v1_genomic_k31_w50_minimizers.hll,4314.28,2612.67,4329.91,15.6224,0.00597948
GCA_041594295.1_ASM4159429v1_genomic_k31_w50_minimizers.hll,4314.28,2606.81,4314.28,0,0
GCA_052362645.1_ASM5236264v1_genomic_k31_w50_minimizers.hll,4314.28,2672.6,4314.28,0,0
GCA_052363435.1_ASM5236343v1_genomic_k31_w50_minimizers.hll,4314.28,2677.3,4322.09,7.80934,0.00291687
GCA_041637095.1_ASM4163709v1_genomic_k31_w50_minimizers.hll,4314.28,2523.77,4315.58,1.3013,0.000515617
GCA_020637595.1_ASM2063759v1_genomic_k31_w50_minimizers.hll,4314.28,2693.8,4327.3,13.0176,0.00483245
GCA_039808125.1_ASM3980812v1_genomic_k31_w50_minimizers.hll,4314.28,2755.21,4328.6,14.32,0.00519742
GCA_041597915.1_ASM4159791v1_genomic_k31_w50_minimizers.hll,4314.28,2583.37,4315.58,1.3013,0.000503721
GCA_020251005.1_ASM2025100v1_genomic_k31_w50_minimizers.hll,4314.28,2649.07,4314.28,0,0
GCA_022824145.1_ASM2282414v1_genomic_k31_w50_minimizers.hll,4314.28,2789.55,4337.72,23.4392,0.00840249
GCA_020251075.1_ASM2025107v1_genomic_k31_w50_minimizers.hll,4314.28,2693.8,4314.28,0,0
GCA_041590815.1_ASM4159081v1_genomic_k31_w50_minimizers.hll,4314.28,2581.03,4315.58,1.3013,0.000504178
GCA_013821825.1_ASM1382182v1_genomic_k31_w50_minimizers.hll,4314.28,2704.41,4329.91,15.6224,0.00577664
GCA_041567055.1_ASM4156705v1_genomic_k31_w50_minimizers.hll,4314.28,2551.79,4314.28,0,0
GCA_020250585.1_ASM2025058v1_genomic_k31_w50_minimizers.hll,4314.28,2699.69,4314.28,0,0
GCA_041624015.1_ASM4162401v1_genomic_k31_w50_minimizers.hll,4314.28,2528.44,4316.89,2.6027,0.00102937
GCA_041593335.1_ASM4159333v1_genomic_k31_w50_minimizers.hll,4314.28,2516.77,4314.28,0,0
GCA_011043545.1_ASM1104354v1_genomic_k31_w50_minimizers.hll,4314.28,2764.67,4336.42,22.1361,0.00800678
GCA_027487575.1_ASM2748757v1_genomic_k31_w50_minimizers.hll,4314.28,2725.65,4328.6,14.32,0.00525377
GCA_020251065.1_ASM2025106v1_genomic_k31_w50_minimizers.hll,4314.28,2682.02,4314.28,0,0
GCA_020250405.1_ASM2025040v1_genomic_k31_w50_minimizers.hll,4314.28,2720.93,4316.89,2.6027,0.000956548
GCA_000176015.1_ASM17601v1_genomic_k31_w50_minimizers.hll,4314.28,2703.23,4328.6,14.32,0.00529735
GCA_001402725.1_ASM140272v1_genomic_k31_w50_minimizers.hll,4314.28,2813.28,4444.93,130.644,0.0464383
GCA_020250485.1_ASM2025048v1_genomic_k31_w50_minimizers.hll,4314.28,2710.31,4314.28,0,0
GCA_041599175.1_ASM4159917v1_genomic_k31_w50_minimizers.hll,4314.28,2652.6,4315.58,1.3013,0.000490576
GCA_001438235.1_ASM143823v1_genomic_k31_w50_minimizers.hll,4314.28,2609.15,4324.7,10.4133,0.00399106
